cas,smiles,h1,h2,homo_ev,lumo_ev,gap_ev,omega,dipole_moment_debye,molecular_volume_A3,h_nbo_charge,o_nbo_charge,polar,sasa,3and6,4and5,logp,hbd,hba,mu,sigma,ei
113665-35-3,O=C(O)C1=CC(O)=C(C(=O)O)C(=C1)C(=O)O,21.0,19.0,-8.3895421247655,-1.418801616507,6.9707405082584994,3.450264962272781,2.650497021315059,173.45600000000005,0.5408,-0.6559,185.388509,180.04444143197148,1,1,0.4868,4.0,4.0,13.060197914456097,1.9813705327295228,0.002597909609706947
1073323-68-8,O=C(O)C=1C(F)=CC=C(C1C(=O)O)C,14.0,17.0,-8.572674746152,-0.6468146226385,7.9258601235135,2.68106498527132,3.391717886263537,160.79200000000003,0.53403,-0.65041,163.38810366666667,169.95284110750944,2,0,1.53052,2.0,2.0,7.717720305409387,2.245922703675291,5.667014345801099e-07
1073323-66-6,O=C(O)C1=CC(F)=CC(=C1C(=O)O)C,14.0,17.0,-8.703833622092999,-0.7031421896919999,8.000691432400998,2.7651108242076003,3.347824589192212,160.82400000000004,0.53593,-0.65887,163.69547766666668,175.24708757350612,1,1,1.53052,2.0,2.0,10.232108804186794,1.9446331155104903,7.454013362409649e-06
955-04-4,O=C(O)C1=CC(O)=C(C(=O)O)C(=C1C(=O)O)C,17.0,21.0,-8.2915811385855,-1.1423339443990002,7.149247194186499,3.1121722111291983,4.267127188167702,189.66400000000004,0.53569,-0.65557,203.58091266666668,174.39298104054873,1,2,0.79522,4.0,4.0,11.016587107079033,1.9422534396871904,4.2655846039135184e-05
165730-64-3,O=C(O)C=1C=C(F)C=C(F)C1C(=O)O,14.0,17.0,-8.977035927995,-0.904506439062,8.072529488933,3.0239864619202788,1.6192773758686312,148.90400000000002,0.53777,-0.64651,143.99890660000003,183.36066662462773,1,1,1.3612000000000002,2.0,2.0,12.156872442845838,1.9823162387795386,0.0005515159347015408
203194-63-2,O=C(O)C=1C=CC=C(NCC)C1C(=O)O,15.0,25.0,-7.1857104501535005,-0.6027321788575,6.5829782712960005,2.3036624186461725,3.9634609699100105,182.88000000000005,0.53193,-0.6715,206.2888773333333,179.23398672807986,1,0,1.5148,3.0,3.0,9.424487900930757,1.9572442171064957,1.2049877470550572e-06
13133-05-6,O=C(O)C=1C=C(OC)C=C(OC)C1C(=O)O,16.0,25.0,-7.931574514374001,-0.633481043964,7.29809347041,2.512991133055993,3.298583686978397,189.36000000000004,0.53576,-0.66181,196.51356733333333,182.3377970765532,1,1,1.1002,2.0,4.0,10.028548389511116,1.9530069105312622,5.029158172285147e-06
64019-77-8,O=C(O)C=1C(OC)=CC=C(OC)C1C(=O)O,16.0,25.0,-7.550615123674,-0.5347037162325,7.0159114074415,2.3294329470013366,5.692600029863331,189.96800000000005,0.53162,-0.65502,196.39206866666663,174.9424080217027,2,0,1.1002,2.0,4.0,5.602234710129778,2.3277993955121676,1.0353800038323004e-08
53659-79-3,O=C(Cl)C1=CC=C(C(=O)O)C(=C1)C(=O)O,19.0,17.0,-9.3326887305985,-1.590777570023,7.7419111605754996,3.853122102086473,4.798223981849952,174.10400000000004,0.53606,-0.65067,187.862513,185.7120684374425,0,1,1.4620000000000002,2.0,3.0,14.211775366015189,1.9564214059478033,0.013392457726423057
144576-78-3,O=C(O)C=1C=CC(=CC1)C2=CC=C(C(=O)O)C(=C2)C(=O)O,30.0,28.0,-8.231443977625,-1.151041587615,7.080402390010001,3.1082638575084087,2.8823341999150616,238.34400000000005,0.53265,-0.6638,289.63338300000004,190.6794725322724,0,1,2.4482,3.0,3.0,14.253461687607313,1.8901024635976857,0.011239160299006665
13629-83-9,O=C(O)C=1C=CC=C(C1)C=2C=CC(C(=O)O)=C(C2)C(=O)O,30.0,28.0,-8.187361533844,-0.928452457906,7.258909075937999,2.8619336550047323,4.211437031465626,238.44000000000003,0.53234,-0.66411,284.96476133333334,189.4202735763778,0,1,2.4482,3.0,3.0,12.562323005975202,1.8822744925098782,0.0006293674182545417
1243386-96-0,O=C(O)C=1C=CC=C(OC2CC2)C1C(=O)O,16.0,25.0,-8.118788843518,-0.6797403985489999,7.439048444969001,2.6016135462816816,4.842351876929226,189.59200000000004,0.53614,-0.65858,200.4018643333333,180.76399843257056,1,0,1.6242,2.0,3.0,9.024299249060448,1.9634686173601694,4.682587421057282e-07
24913-62-0,O=C(O)C1=CC=CC(=C1C(=O)O)C(F)(F)F,16.0,20.0,-9.263843926422,-0.7815109786359999,8.482332947786,2.974097921813816,2.9913793540773126,170.47200000000004,0.53699,-0.646,161.48979566666665,169.02918528342695,1,0,2.1018,2.0,2.0,10.762636096057406,1.9423786704467734,2.4484771091335658e-05
5840-66-4,O=C(O)C1=CC=C(OCC=2C=CC=CC2)C=C1C(=O)O,20.0,31.0,-8.167225108907001,-0.561098759731,7.606126349176001,2.504022220327996,3.788552426719208,235.46400000000008,0.5326,-0.66221,274.0281346666667,187.4193167912828,0,1,2.662,2.0,3.0,11.612917019224824,1.892146899626288,0.00010073220146241562
868943-09-3,O=C(O)C1=CC=C(C=CC=2C=CC=CC2)C=C1C(=O)O,20.0,31.0,-7.3587748590715005,-1.184783705077,6.173991153994501,2.955640489208102,2.4519464227425525,237.64000000000004,0.53227,-0.66472,324.90670233333327,186.41176728457668,0,1,3.253400000000001,2.0,2.0,14.660626982118544,1.9008748315681483,0.020792532651786835
861017-07-4,O=C(O)C=1C=CC=C(C2=CC=CC=3C=CC=CC32)C1C(=O)O,22.0,33.0,-7.4904779627135,-0.668311616828,6.8221663458855,2.439322204572941,2.5847686182712755,254.1440000000001,0.535,-0.65463,327.70109766666667,164.11836831004464,1,0,3.903200000000002,2.0,2.0,10.673212284054102,1.9606566528898604,2.3718786015372085e-05
36978-40-2,O=C(O)C1=CC=C(C=C1C(=O)O)C=2C=CC=C(C(=O)O)C2C(=O)O,24.0,28.0,-8.5201567730055,-0.8783835094140001,7.641773263591499,2.889792604195484,5.70846511244485,266.0400000000001,0.53247,-0.66317,304.5512333333333,184.40442475677148,0,1,2.1464,4.0,4.0,11.25965346219931,1.9358117850080507,6.793444174605485e-05
602-82-4,O=C(O)C1=CC=CC(C(=O)C=2C=CC=CC2)=C1C(=O)O,20.0,29.0,-8.760433302997,-1.1232859748639998,7.637147328133,3.1977878180936656,5.21354262953704,229.66400000000004,0.53543,-0.65603,272.231352,174.81991948327635,1,0,2.314,2.0,3.0,10.238927992517517,1.9643776899069885,9.238908405030704e-06
21021-54-5,O=C(O)C=1C(Cl)=C(C(=O)O)C(C(=O)O)=C(Cl)C1C(=O)O,21.0,22.0,-8.9871041404635,-1.2307709458115,7.756333194652001,3.365152342562678,4.565780465594026,224.97600000000008,0.53899,-0.62546,229.5893223333333,168.00586678834583,2,2,1.7862000000000002,4.0,4.0,8.762129791048636,2.2322674523740242,4.798659663633021e-06
1823242-79-0,O=C(O)C1=CC=C2C(=C1C(=O)O)C(N)CC2,16.0,19.0,-8.4684551414105,-0.5782419323125001,7.890213209097999,2.5931722557679926,4.742532338318844,190.60800000000003,0.53287,-0.66281,209.46208066666668,173.58422340843757,1,1,1.029,3.0,3.0,8.747653813213219,1.9746009932111073,2.625340052445291e-07
1060796-14-6,O=C(O)C1=CC=CC(=C1C(=O)O)N2C=NN=C2,17.0,21.0,-8.970777309433501,-0.7978378096659999,8.172939499767502,2.918957167975303,7.779598772430362,187.78400000000005,0.5365,-0.64522,204.0547483333333,167.9314458200467,1,0,0.6637,2.0,5.0,7.152055417071637,2.14926023492531,4.369161665506646e-08
1159694-47-9,O=C(O)C1=CC=C(C=C1C(=O)O)N2C=NN=C2,17.0,21.0,-8.776760134027,-0.8955266819955001,7.8812334520315,2.967591710764767,7.449242193001917,187.89600000000004,0.53364,-0.65827,208.250529,187.2312532412946,0,1,0.6637,2.0,5.0,9.961826418388654,2.0689215333466633,1.3494165494396036e-05
88330-43-2,O=C(O)C1=CC=2C=CN(C2C=C1C(=O)O)C,16.0,21.0,-7.4594569837565,-0.3959256524775,7.063531331279,2.184000943281484,5.821112224480816,185.03200000000004,0.52953,-0.68004,223.44776766666664,184.38474702794872,0,2,1.5746999999999998,2.0,3.0,9.485725106986052,1.9917700259046784,2.085958710882618e-06
346712-17-2,O=C(O)C1=CC=2N=C(SC2C=C1C(=O)O)C,16.0,19.0,-8.4385226178555,-0.8144367545465,7.624085863309001,2.807459762466608,2.935262313661251,186.52000000000004,0.53243,-0.66561,223.0035806666667,185.7486519885101,0,2,2.00112,2.0,4.0,13.110771069207487,1.8760240310334562,0.0016569125405393632
405898-35-3,O=C(O)C1=CC(=CC(=C1)C(=O)O)NC(=O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,37.0,35.0,-8.235253571532,-1.10478223303,7.130471338502001,3.058573013240212,8.530281736261704,297.1120000000001,0.53408,-0.65816,340.52753566666667,189.72016315751384,0,1,1.7317,5.0,5.0,9.80965711788403,2.1973197200030814,2.9589149933070737e-05
313701-80-3,O=C(O)C1=CC=C(C=C1C(=O)O)N2C(=CC=C2C)C,19.0,23.0,-7.048837183352,-0.7771571570279999,6.271680026324,2.44137883145315,1.6189727422041422,229.36000000000004,0.53331,-0.66144,262.146355,190.29983126696345,0,1,2.49054,2.0,3.0,13.906286893888392,1.910932231686593,0.0072303024931663976
2639423-68-8,O=C(O)C=1C=CC=C(NC(=O)OCC=2C=CC=CC2)C1C(=O)O,23.0,35.0,-8.3416500870775,-0.574160224555,7.7674898625225,2.558473680685224,4.67741947338487,266.8400000000001,0.53307,-0.66133,297.304967,168.5106185084381,1,0,2.8317000000000005,3.0,4.0,8.783135401840298,1.9735677190833851,2.84316822239542e-07
23646-80-2,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=CC(=C2)C(=O)C3=CC=C(C(=O)O)C(=C3)C(=O)O,34.0,38.0,-8.920980474792001,-1.414447794899,7.506532679893001,3.557603825667037,8.355860059263797,377.0240000000001,0.53373,-0.65762,449.31301133333335,189.8748887741187,0,1,2.9414000000000007,4.0,6.0,10.94476506785847,2.2024027819971455,0.0002494743096636324
7475-29-8,O=C(O)C1=CC=C2C(=O)C=3C=CC=CC3C(=O)C2=C1C(=O)O,22.0,29.0,-8.9996213775865,-2.259089186851,6.7405321907355,4.70135591622867,2.995610325125749,236.9600000000001,0.5378,-0.65792,303.0500723333334,172.71994632503942,1,1,1.8584,2.0,4.0,15.080844500011352,2.202762747460418,0.07190176063841291
1615657-05-0,O=C(O)C1=CC=C(OC=2C=CC(=C3C=CC=NC23)S(=O)(=O)O)C=C1C(=O)O,27.0,37.0,-8.426821722284,-1.2650572909745,7.1617644313095,3.2789586877847565,4.591386469248696,300.7440000000001,0.53366,-0.65984,362.798831,189.98039473141264,0,1,2.6701999999999995,3.0,6.0,13.37532042156991,1.910645833441826,0.0031051282802532117
91715-62-7,O=C(O)C1=CC=C(C(=C1C(=O)O)C)C,14.0,17.0,-8.4401553009585,-0.52245859296,7.9176967079985,2.536357818881617,4.23233728689007,171.52800000000005,0.5347,-0.66465,185.66405266666663,176.64345445823906,1,1,1.69984,2.0,2.0,8.940879752562921,1.97393655273828,4.3107026905225307e-07
99059-17-3,O=C(O)C1=CC=CC(=C1C(=O)O)CC,14.0,18.0,-8.607505319016,-0.5929360802395001,8.014569238776499,2.640445151174988,3.041161401504366,171.80000000000004,0.53472,-0.66133,182.755439,172.25294483447115,1,0,1.6454,2.0,2.0,10.078614342763956,1.9617245927621993,6.198555394624372e-06
22481-07-8,O=C(O)C=1C(O)=CC=C(C1C(=O)O)C,14.0,18.0,-7.999330863148501,-0.5363363993354999,7.462994463813001,2.440629427273373,3.8723728720256254,163.69600000000003,0.53126,-0.65869,173.20667733333335,168.27186792324463,2,0,1.09702,3.0,3.0,6.985042041486963,2.270864649180332,1.3962686318937162e-07
1133-27-3,O=CC1=CC=CC(C(=O)O)=C1C(=O)O,19.0,18.0,-9.188196275983,-1.198933625303,7.9892626506800015,3.3761710029963323,3.37975892779352,158.32000000000005,0.5369,-0.64722,170.92329266666664,177.69157722813137,1,0,0.8955,2.0,3.0,11.854701008270553,1.9439175547486782,0.00024243472242852252
66918-88-5,O=C(O)C1=CC=C(C=C1C(=O)O)CN,14.0,18.0,-8.522605797659999,-0.6484473057415,7.874158491918499,2.670387417008853,3.382208376194465,167.93600000000004,0.53171,-0.66688,179.31776766666667,188.0740097548627,0,1,0.5417000000000001,3.0,3.0,12.217522550175403,1.8812165287425466,0.0003203496793501544
34240-10-3,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)C,16.0,20.0,-8.8858777880775,-1.0136240931125,7.872253694965001,3.1122008160879044,4.5726500522126114,183.25600000000009,0.53431,-0.65752,194.771365,186.96029061909843,0,2,1.08962,3.0,3.0,12.576464305994051,1.8929922050774453,0.0006909598515057059
36468-98-1,O=C(O)C1=CC=C(SC)C=C1C(=O)O,14.0,21.0,-7.6112965123355005,-0.6859990171105,6.925297495225,2.485276378034061,2.9788028232832064,174.02400000000003,0.53271,-0.66226,202.297985,186.4737737765544,0,1,1.8049,2.0,3.0,12.640480149212237,1.8802672636552873,0.0007202846785913297
1451010-89-1,O=C(O)C1=CC=C(O)C(N)=C1C(=O)O,14.0,20.0,-7.3522441266595,-0.592663966389,6.7595801602705,2.33452237825306,3.789506065439136,157.92000000000004,0.53088,-0.67715,177.453095,178.06302611085988,1,1,0.3707999999999999,4.0,4.0,9.520335068691168,1.957755798277423,1.5404933780437986e-06
1098083-48-7,O=C(O)C1=CC(Br)=C(C=C1C(=O)O)C,14.0,17.0,-8.580838161667,-0.776612929327,7.804225232339999,2.804951430588403,1.9181364993138523,175.30400000000003,0.53342,-0.66216,193.44881533333333,186.564655355776,0,2,2.1539200000000003,2.0,2.0,13.699129299960447,1.8993764300580764,0.004986712604203067
65770-15-2,O=C(O)C1=CC=C(C(Cl)=C1C(=O)O)C,14.0,17.0,-8.661928089116,-0.7279045500875,7.9340235390285,2.7781918139811634,3.115068959108289,170.23200000000003,0.53714,-0.66527,182.5143853333333,178.6092670767743,1,1,2.0448200000000005,2.0,2.0,10.48906977758719,1.9446137520554583,1.3504972088448404e-05
1073323-64-4,O=C(O)C1=CC(Cl)=CC(=C1C(=O)O)C,14.0,17.0,-8.6322676794115,-0.7469525196225,7.885315159789,2.7890379065179096,3.510781448623654,170.60000000000005,0.5361,-0.65729,181.03815566666665,175.35846749684222,1,1,2.0448200000000005,2.0,2.0,10.26117102686868,1.9399796950817472,7.60943156545102e-06
81722-05-6,O=C(O)C1=CC(=CC(OC)=C1C(=O)O)C,15.0,21.0,-8.0189230603845,-0.632936816263,7.3859862441215,2.533672445731931,4.956982624540861,180.44000000000003,0.53553,-0.66162,190.509826,182.35870300074623,1,1,1.40002,2.0,3.0,8.774140677292309,1.9727667265196587,2.7475758413207846e-07
1391300-19-8,O=C(O)C1=CC=C(C=C1C(=O)O)CC(N)C,16.0,20.0,-8.221647879007001,-0.6223243760935,7.599323502913501,2.573118686781801,2.697908163744645,201.42400000000004,0.53198,-0.66656,215.43821233333333,187.82351470897905,0,1,0.9727,3.0,3.0,12.621699652680064,1.8887284663840536,0.0007325030033099615
109803-50-1,O=C(O)C1=CC(Cl)=C(O)C=C1C(=O)O,14.0,18.0,-8.431175543892,-0.6484473057415,7.7827282381505,2.6481571940117568,1.2716092992739554,162.30400000000003,0.53473,-0.65685,172.231932,186.8696886121992,0,2,1.442,3.0,3.0,13.704752940287761,1.9348093976804672,0.005851164683398941
65489-46-5,O=C(O)C=1C(O)=CC=C(OC)C1C(=O)O,15.0,22.0,-7.5966023644085,-0.7801504093835,6.816451955024999,2.5735524689462363,4.164423933751221,171.02400000000003,0.53973,-0.65854,181.2602063333333,173.78601901918924,2,0,0.7971999999999999,3.0,4.0,7.589197786778328,2.227634843545635,3.430165486786481e-07
39519-77-2,O=C(O)C1=CC=C(C=C1C(=O)O)N(C)C,15.0,19.0,-7.112783938219501,-0.3703469505305,6.7424369876890005,2.076298525311012,6.753950113822281,183.94400000000005,0.53056,-0.66616,214.2883003333333,186.1634745131228,0,1,1.1489999999999998,2.0,3.0,8.671430098107635,2.0668303393826655,6.850655706919097e-07
1427081-79-5,O=C(O)C1=CC(Cl)=CC(F)=C1C(=O)O,14.0,17.0,-8.8798912833665,-0.9575686399095,7.922322643457001,3.053890320346517,1.6643690756559977,159.26400000000004,0.53795,-0.64468,161.15374866666664,183.8208687130384,1,1,1.8755,2.0,2.0,12.299527749523833,1.980169787469744,0.0007045361932309672
60949-00-0,O=C(O)C1=CC=2C=CC=C(O)C2C=C1C(=O)O,17.0,24.0,-7.4654434884675,-0.6838221063065,6.781621382161,2.4481803831182467,4.4978480076587735,191.24000000000004,0.5317,-0.66935,240.70716366666664,185.8498721719923,0,2,1.9418,3.0,3.0,11.512525641695191,1.8937227524940698,8.242506008381218e-05
77764-01-3,O=C(O)C=1C=CC=C(OCCC)C1C(=O)O,16.0,27.0,-8.08178135985,-0.6462703949375,7.4355109649125,2.56131985393238,4.845161745494158,197.47200000000004,0.53586,-0.65969,204.7475793333333,179.94287850109973,1,0,1.8718,2.0,3.0,8.906098392331899,1.9675796113955728,3.6289054758330253e-07
858242-89-4,O=C(O)C1=CC=C(OC)C(N)=C1C(=O)O,15.0,23.0,-7.259453303639001,-0.552935344216,6.706517959423,2.275152946521921,4.378413554017026,174.71200000000005,0.53082,-0.67872,195.8609803333333,179.10200603426316,1,1,0.6738,3.0,4.0,8.93671022846479,1.9706954840937199,4.0912082072522935e-07
87255-79-6,O=C(O)C1=CC=2C=NN=CC2C=C1C(=O)O,16.0,21.0,-8.7373036257045,-1.1589328892795,7.578370736425001,3.2307569979976494,6.217200008042206,174.69600000000003,0.53452,-0.6564,206.9220303333333,185.3791279055637,0,2,1.0262,2.0,4.0,11.801286865148711,1.9750643397633334,0.00027089601348603224
1803862-56-7,O=C(O)C1=CC=C(C=C1C(=O)O)CC(=O)C,16.0,20.0,-8.585736210976,-0.7496736581275001,7.8360625528484995,2.78041034117559,4.731353220802691,192.47200000000004,0.53239,-0.66437,202.15430433333336,189.93079311890176,0,1,1.2145,2.0,3.0,11.564399849280989,1.8969499460675951,9.446897118278882e-05
858242-85-0,O=C(O)C1=CC(Br)=C(OC)C=C1C(=O)O,15.0,21.0,-8.2012393402195,-0.6549780381535001,7.546261302066,2.598392207526753,4.914608494071526,184.13600000000005,0.53431,-0.65811,201.40108333333333,186.8295515286604,0,2,1.8541,2.0,3.0,11.096894404717887,1.9089735892878503,3.803950398326096e-05
210173-64-1,O=C(O)C1=CC=C(OC)C(F)=C1C(=O)O,15.0,21.0,-8.263553411984,-0.591031283286,7.672522128698,2.554690257342228,4.204386313125853,169.06400000000005,0.53559,-0.64743,173.39366533333336,182.40389135491623,1,1,1.2307,2.0,3.0,9.201732761785848,1.9616267384442405,7.225737811174989e-07
2167306-51-4,O=CC=1C(O)=C(O)C=C(C(=O)O)C1C(=O)O,21.0,20.0,-8.1587895795415,-1.12110906406,7.037680515481499,3.059122911521692,7.648147588795603,174.24000000000004,0.536,-0.66061,189.35641866666663,173.3370464443239,1,2,0.3067,4.0,5.0,8.345851858923993,2.1302240773385455,6.563570151856626e-07
2251-54-9,O=C(O)C=1C(F)=CC(F)=C(F)C1C(=O)O,15.0,17.0,-8.971865764835501,-0.8884517218825,8.083414042953,3.0069553663293065,1.4186176546201588,154.63200000000003,0.53684,-0.63726,142.96994456666667,178.933550138803,2,1,1.5003000000000002,2.0,2.0,9.943303109120166,2.2848617673309692,7.323395960169847e-05
98588-75-1,O=C(O)C=1C(Cl)=CC=C(OC)C1C(=O)O,15.0,21.0,-8.0504882670425,-0.6043648619605,7.446123405082,2.514949008012986,4.281476634293361,179.66400000000004,0.53434,-0.64293,186.9910703333333,172.68476977835326,2,0,1.745,2.0,3.0,6.908924656782688,2.259053473415888,1.0083167647286596e-07
20736-29-2,O=C(O)C1=CC(OC)=C(O)C(OC)=C1C(=O)O,17.0,26.0,-7.8997371938655006,-0.53334314698,7.3663940468855005,2.413556876760582,1.484955224914206,197.99200000000005,0.53552,-0.65545,204.23781666666665,175.94506146830858,1,2,0.8057999999999998,3.0,5.0,10.99609350040862,2.0253810311490414,8.041092393322284e-05
109803-51-2,O=C(O)C1=CC(Cl)=C(O)C(Cl)=C1C(=O)O,15.0,18.0,-8.543830677998999,-0.7589255290445001,7.784905148954499,2.7791370412299985,4.148937166311391,176.83200000000005,0.53848,-0.64121,187.828857,178.96866849338542,1,2,2.0954,3.0,3.0,9.823947712855471,1.9419304176042977,2.721542982924238e-06
29639-49-4,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)OC,16.0,20.0,-9.176767494262,-1.1466877660069998,8.030079728255,3.3179536230437594,1.9704647522856125,184.08000000000004,0.53423,-0.65642,190.99937066666664,185.6798741659549,0,1,0.8695999999999999,2.0,4.0,14.871181003339245,1.9112669667151383,0.02843552198410329
744216-81-7,O=C(O)C=1C(O)=C(C(=O)O)C(C(=O)O)=C(O)C1C(=O)O,22.0,23.0,-7.952799394713001,-1.6669694481630002,6.285829946550001,3.680498572871779,0.2705042328689147,207.43200000000004,0.54394,-0.64896,220.692625,173.2329703241387,2,2,-0.1094,6.0,6.0,13.041010443834153,2.48888817286201,0.015880076542204413
2582759-19-9,O=C(O)C=1C=CC(=CC1C(=O)O)C=2C=CN=CC2,18.0,22.0,-8.530224985474,-1.0359374288535,7.4942875566205,3.052707233539844,2.412959813175512,206.3520000000001,0.53302,-0.66314,247.792903,189.32579174827328,0,1,2.1450000000000005,2.0,3.0,14.213597432623573,1.8902638923552544,0.0106019693531033
42200-15-7,O=C(O)C1=CC=2C=C(C(=O)O)C(=CC2C=C1C(=O)O)C(=O)O,25.0,29.0,-8.1952528355085,-1.188049071283,7.007203764225499,3.141279946913628,0.0043840620433565,238.49600000000007,0.53303,-0.66326,287.58272199999993,184.5509803531571,0,2,1.6326,4.0,4.0,16.267552387823883,2.035042781340382,0.173165853848749
92497-14-8,O=C(O)C=1C=CC=C(OCC=2C=CC=CC2)C1C(=O)O,20.0,31.0,-8.101917784787,-0.6566107212565,7.4453070635305,2.575844788421678,5.660050801892153,235.68800000000005,0.53577,-0.65909,269.79432733333334,178.11404746288977,1,0,2.662000000000001,2.0,3.0,8.315156302049388,1.9983485053747132,1.1482089766218075e-07
937648-30-1,O=C(O)C=1C=C2C=C(F)C(F)=CC2=CC1C(=O)O,18.0,23.0,-8.0548420886505,-0.8057291113305001,7.249112977319999,2.707563057561761,1.8254001999561629,193.23200000000008,0.53203,-0.66789,226.096589,184.9216780610448,0,2,2.5144,2.0,2.0,13.86104807014658,1.9021066775423088,0.006505952025349232
35555-66-9,O=C(O)C=1C=C(C(=O)O)C(C(=O)O)=C(C1)N(=O)=O,20.0,21.0,-9.6428985201685,-2.0218059092150003,7.6210926109535,4.463445609797396,3.5027396734556224,190.05600000000004,0.53935,-0.63896,200.7980533333333,173.81937020083367,1,1,0.6894,3.0,5.0,14.154864509776303,2.100451274576512,0.0196335962093198
581794-00-5,O=C(O)C1=CC=2N=NNC2C=C1C(=O)O,15.0,19.0,-8.664104999920001,-0.82722610552,7.836878894400001,2.8737641402582224,5.593780120812759,160.08000000000004,0.53326,-0.66131,179.413044,184.7921599757001,0,2,0.3543,3.0,4.0,11.173386305884975,1.9303887586583162,5.4044487664449024e-05
1005516-33-5,O=C(O)C1=CC=CC(=C1C(=O)O)N2CCCC2,17.0,21.0,-6.954685791078999,-0.3496662978925,6.605019493186499,2.019432323201314,5.229525888644209,206.16800000000003,0.53246,-0.66559,233.3423153333333,164.3892000626907,1,0,1.6832,2.0,3.0,7.569396070095934,2.0435948348124438,2.9189244845041383e-08
10311-26-9,O=C(O)C=1C(F)=C(C(=O)O)C(C(=O)O)=C(F)C1C(=O)O,21.0,22.0,-9.215951888734,-1.5616613880194998,7.654290500714499,3.7938509105582834,4.519272641697998,204.94400000000005,0.5387,-0.6293,197.5532683333333,178.2126002936714,2,2,0.7576,4.0,4.0,9.820000635488128,2.285371250224125,5.879651965641616e-05
37622-96-1,O=C(O)C=1C=C2C=CC=C(C2=CC1C(=O)O)N(=O)=O,19.0,25.0,-8.258383248824499,-1.8386732878285,6.419709960995998,3.970216385311189,6.547093230587143,206.6080000000001,0.53356,-0.66147,258.275515,186.16123830457065,0,2,2.1444,2.0,4.0,13.609022467823507,2.0942510767634963,0.009383545479029858
1800035-16-8,O=C(O)C=1C(Cl)=CC=C(C1C(=O)O)N(=O)=O,16.0,19.0,-9.239353679877,-1.9921454995105,7.247208180366501,4.351557547302397,3.678848616075416,177.70400000000004,0.53824,-0.63021,190.2944933333333,164.74629709203668,2,0,1.6446,2.0,4.0,11.643426666873438,2.4191838326987605,0.0022240773555193723
39995-17-0,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(N)C=C2,21.0,25.0,-7.3582306313705,-1.150497359914,6.207733271456499,2.915655717786734,8.661624688244117,241.89600000000004,0.53332,-0.66009,304.584983,191.5361275833066,0,1,1.8962,3.0,4.0,9.856095100241646,2.2172841496977305,3.787645700081854e-05
1822790-02-2,O=C(O)C1=CC=C2C(=C1C(=O)O)CCC2N,16.0,19.0,-8.491856932553501,-0.6054533173625,7.886403615191002,2.623535955724171,3.6954295081898128,190.80000000000004,0.53363,-0.66231,208.840474,177.395301721507,1,1,1.029,3.0,3.0,9.635387372168339,1.9555915980966578,1.997850436770933e-06
27873-89-8,O=C(O)C1=C(C(=O)O)C(C=2C=CC=CC2)=C(C=3C=CC=CC3)C(C=4C=CC=CC4)=C1C=5C=CC=CC5,37.0,36.0,-7.909533292483499,-0.5194653406045,7.390067951878999,2.4034967749699345,1.8190050687120145,423.7280000000001,0.53229,-0.65012,555.2476996666666,144.9303107992971,2,2,7.751000000000006,2.0,2.0,8.437423633433582,2.3225724502102016,5.63576433819027e-06
85218-61-7,O=C(O)C1=CC=C(OC2=CC=C(C=C2)C(=O)C=3C=CC=CC3)C=C1C(=O)O,27.0,40.0,-8.107360061797,-0.9913107573715,7.116049304425499,2.9084189532000404,3.801911795399783,310.1760000000001,0.53323,-0.65983,384.8448916666666,189.17982640518,0,1,4.106300000000003,2.0,4.0,13.073849906650622,1.87851018952498,0.001573099809240218
17851-32-0,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)C(=O)C2=CC(C(=O)O)=C(C=C2C(=O)O)C(=O)O,32.0,36.0,-9.2864293760135,-1.833503124669,7.452926251344501,4.147796940746198,7.268179151616999,341.7680000000001,0.53563,-0.65086,375.272828,190.0286821183793,0,2,1.1068000000000002,6.0,7.0,13.042884293291166,2.1566866811643606,0.005385470471720784
4841-80-9,O=C(O)C=1C(F)=C(F)C(=C(F)C1C(=O)O)C2=C(F)C(F)=C(C(=O)O)C(C(=O)O)=C2F,30.0,31.0,-9.041254796713,-1.4936329253945,7.5476218713184995,3.676120147829541,4.94728016186672,296.5680000000001,0.5381,-0.63179,297.00559733333336,180.7367993074124,2,2,2.9810000000000008,4.0,4.0,9.29861591417557,2.282135179440515,2.166007688928905e-05
330635-68-2,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)C=3SC=CC3)C=C1C(=O)O,27.0,39.0,-7.839327919054501,-0.612800391326,7.226527527728501,2.471396971125585,7.995585012993108,312.38400000000007,0.53336,-0.66081,384.5656753333333,190.74610803472228,0,1,4.189100000000002,3.0,5.0,8.556630959985995,2.1489077313569354,1.3209317806685572e-06
2639455-09-5,O=C(O)C=1C=C2C(=CC1C(=O)O)C(NC(=O)OC(C)(C)C)CC2,23.0,26.0,-8.617301417634001,-0.6043648619605,8.012936555673502,2.6531824001526303,3.320740653830106,286.2320000000001,0.53206,-0.66626,297.87495066666673,189.6959887211028,0,2,2.5950000000000006,3.0,4.0,12.108781548618992,1.8851999416568048,0.00026524423785637694
