cas,smiles,h1,h2,homo_ev,lumo_ev,gap_ev,dipole_moment_debye,3and6,4and5,mu,sigma,ei
1185300-97-3,O=C(O)C=1C=CC=C(NC(=O)OCC2C=3C=CC=CC3C=4C=CC=CC42)C1C(=O)O,30,46,-7.492110645816501,-0.7845042309915,6.707606414825001,2.828921004552796,1,0,8.828792827234878,2.2663616972568756,9.01028453640645e-06
769908-43-2,O=C(O)C1=CC=C(C(N)=C1C(=O)O)C,14,19,-7.414013970722999,-0.58776591708,6.826248053642999,4.04398535852938,1,1,6.671145727871277,2.665123862666636,4.3553860112430654e-06
28749-88-4,O=C(O)C1=C(F)C(F)=C(O)C(F)=C1C(=O)O,16,18,-8.683152969455,-0.7839600032905,7.8991929661645,0.6006952638401605,2,2,11.050464167816344,2.0542922645503965,0.00013243890718007056
51419-12-6,O=C(O)C1=CC=C(OS(=O)(=O)C=2C=CC=CC2)C=C1C(=O)O,22,31,-9.072820003371,-0.894710340444,8.178109662927,6.1861309289409645,0,1,5.112453008419706,3.8451501174280462,0.00033186198332443243
14597-16-1,O=C(O)C1=C(O)C=C2C(=O)C3=C(O)C(O)=C(C(O)=C3C(=O)C2=C1C(=O)O)C4=CC(=CC=C4O)CCN,36,42,-7.661365460827501,-2.161128200671,5.500237260156501,4.049068842338939,2,1,8.135457242947354,3.01199257472664,0.0003313814598361192
6274-40-4,O=C(O)C1=CC(O)=CC(C(=O)O)=C1C(=O)O,21,20,-8.421379445273999,-0.7866811417955001,7.634698303478498,2.565939784952094,1,1,9.229153864425257,2.2016635739180197,1.1507352393091118e-05
1192548-76-7,O=C(O)C1=CC(Br)=CC(Cl)=C1C(=O)O,14,17,-8.75118143208,-1.007365474551,7.743815957529,2.1667953802793654,1,1,10.196122974778248,2.1347986895605,4.593511903781041e-05
597565-48-5,O=C(O)C1=CC=C(C=C1)C=2C=CC=C(C(=O)O)C2C(=O)O,30,29,-8.400154564934999,-0.7812388647855,7.618915700149499,1.704836502424793,1,0,10.512591800163548,2.044992417264405,4.224637714759008e-05
61837-53-4,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)N(=O)=O,18,22,-9.534325093819,-2.135005271023,7.399319822796001,6.0247326861861685,0,2,7.25764232055279,3.967926975506031,0.0035072364843721435
26190-11-4,O=C(O)C1=CC=C(OC2=CC=C(C=C2)N(=O)=O)C=C1C(=O)O,22,30,-8.3672287890245,-1.7224806736649998,6.6447481153595,6.556791750543859,0,1,5.903832599273002,4.22599521185245,0.002232341573324491
10595-31-0,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,27,31,-9.209421156322,-1.237573792074,7.971847364248001,8.779619449611697,0,1,2.3831031410928034,5.834615798148193,0.006002582460423886
22895-28-9,O=C(O)C=1C=CC=C(N=N(=O)C=2C=CC=C(C(=O)O)C2C(=O)O)C1C(=O)O,27,36,-8.414848712862,-1.69254815011,6.722300562752,4.3124409514798,1,0,8.08127227192773,2.9195770077662564,0.00019816333982550054
945681-55-0,O=C(O)C=1C=C2C(=CC1C(=O)O)C3C=4C=CC=CC4C2C5=CC(C(=O)O)=C(C=C53)C(=O)O,32,35,-7.9432754099455005,-0.8696758661980001,7.0735995437475,4.88565374233582,0,2,6.9263188737343455,3.071698758363483,9.131897480194962e-05
6219-66-5,O=C(O)C1=C(O)C=C2C(=O)C=3C(O)=C(C(C(=O)C)=C(O)C3C(=O)C2=C1C(=O)O)CC,30,38,-7.744904412931,-2.3314714710840003,5.413432941846999,6.994417089364918,2,1,4.329008167214326,4.794250147353103,0.002677028617459696
944-38-7,O=C(O)C1=C(C(=O)O)C(=CC=C1C)C,15,14,-8.323962686795001,-0.458783951943,7.865178734852001,1.6531070171044582,2,0,8.960338071250789,2.120474645104098,2.9975752469221437e-06
63035-28-9,O=C(O)C1=CC(O)=C(OC)C=C1C(=O)O,15,22,-7.875791175021501,-0.5450440425515,7.330747132470001,4.365885319153493,0,2,7.147417048532873,2.792714048501259,2.4436702943623416e-05
4445-49-2,O=C(O)C1=CC=CC(C=2C=CC=CC2)=C1C(=O)O,18,27,-8.1783817767775,-0.618786896037,7.559594880740499,2.2767742488002627,1,0,9.380623590631544,2.1303174876895286,8.288496964221442e-06
61837-54-5,O=C(O)C=1C=C(C(=O)O)C(=CC1N)C(=O)O,18,22,-7.665719282435501,-0.7175642237685,6.948155058667001,7.985781109572188,0,2,2.5087228772043346,5.139268493091931,0.001636781593990732
223387-87-9,O=C(O)C1=CC=C(OC(C)C)C=C1C(=O)O,16,27,-8.090489003065999,-0.52245859296,7.568030410105999,4.3475302253118375,0,1,7.13610164012843,2.783133268672971,2.2531085929786078e-05
144152-92-1,O=C(O)C1=CC=CC(C=2C=CC=CC2C)=C1C(=O)O,19,30,-8.1898105584985,-0.6326647024125001,7.557145856086,2.10002294749367,1,0,9.670365661043292,2.098173635738807,1.144635261378184e-05
94617-43-3,O=C(O)C1=CC=CC(=C1C(=O)O)S(=O)(=O)N,16,20,-9.3462944231235,-0.8416481395965,8.504646283526998,5.165218111561215,1,0,5.465778606227161,3.2290926625417287,2.9987647029645773e-05
67614-42-0,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)C,16,20,-8.169946247412,-0.754843821287,7.415102426124999,6.475269812139104,0,1,4.490273939739154,4.025797708028451,0.000344848476960204
40532-23-8,O=C(O)C1=CC=C(OC2=CC=C(N)C=C2)C=C1C(=O)O,20,30,-7.235507284795001,-0.5265403007175,6.708966984077501,5.233600772890496,0,1,5.845203204968584,3.2340838026290544,5.1193903461535994e-05
5466-99-9,O=C(O)C=1C=CC=CC1C(=O)C2=CC=C(C(=O)O)C(=C2)C(=O)O,32,30,-8.8951296589945,-1.3080512793535,7.587078379641,3.9552948512089454,0,1,9.026588225892127,2.6869455682560863,0.00022365934299653587
444288-68-0,O=C(O)C=1C=CC=C(NCC=2SC=CC2)C1C(=O)O,19,29,-7.351972012808999,-0.63674641017,6.715225602638999,2.783925201940598,1,0,8.645926861199001,2.2455641406598525,5.143189239706616e-06
68183-31-3,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)OCCOC(=O)C(=C)C,23,27,-9.1128207393945,-1.177164517263,7.935656222131501,4.856300834997766,0,1,7.473488076955135,3.0913314224216744,0.00020634096488298444
444288-59-9,O=C(O)C=1C=CC=C(NCC=2OC(=CC2)C)C1C(=O)O,20,32,-7.30897802443,-0.646542508788,6.662435515642,3.9658985841798833,1,0,6.887536515514427,2.6366513216185408,5.0911044965331535e-06
23602-85-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(C=C2)C(=O)C3=CC=C(C(=O)O)C(=C3)C(=O)O,34,38,-8.8891431542835,-1.6569012356945,7.232241918589001,6.0251878460343455,0,1,6.542933010421933,3.8566872498368396,0.0013732403994518513
134960-68-2,O=C(O)C1=CC=C2C(=C1C(=O)O)C(C=3C=CC=CC3)(C)CC2(C)C,24,27,-8.1223263235745,-0.5238191622125,7.598507161362,3.37222685773066,1,1,7.565116074588914,2.4116447141065227,2.645683460240523e-06
296779-99-2,O=C(O)C=1C=CC=C(C=C)C1C(=O)O,14,21,-8.285866747725,-0.5738881107045001,7.711978637020501,2.1923411185305994,1,0,9.43114258669496,2.1120606831414848,7.785858187482213e-06
213611-98-4,N#CC=1C=C(C(=O)O)C(=CC1C#N)C(=O)O,17,19,-9.493508016244,-1.824251253752,7.669256762492,9.403363456763756,0,2,2.543296238007585,6.449660129599474,0.01622041339523707
312303-68-7,O=C(O)C=1C=CC=C(NN)C1C(=O)O,14,21,-7.338366320283999,-0.635113727067,6.703252593216999,3.711156040912319,1,0,7.247899263802566,2.5366808488155073,4.315791979723612e-06
52287-38-4,O=C(O)C=1C=C2N=CC=CC2=CC1C(=O)O,16,22,-8.380834481549499,-0.998113603634,7.382720877915499,3.950380798100356,0,2,8.530508873039594,2.6482654155530163,8.529707997370932e-05
855764-12-4,O=C(O)C1=CC=C2N=CC=CC2=C1C(=O)O,16,22,-8.3601538289115,-1.1997499668545,7.160403862057,4.3392694615568645,1,1,7.2575131731485385,2.8520651499294494,4.2147314334824854e-05
1243400-32-9,O=C(O)C1=CC=C(OC2CC2)C=C1C(=O)O,16,25,-8.172395272066499,-0.5181047713520001,7.654290500714499,3.267130883512321,0,1,8.75334276224487,2.3645099137902217,1.758533833303382e-05
89939-49-1,O=C(O)C1=CC(N)=C(C=C1C(=O)O)N(=O)=O,16,21,-7.971847364248,-1.8000331210575,6.1718142431905,8.187273193194423,0,2,3.9045007414330115,5.458469363692494,0.007565535820454217
167993-09-1,O=C(O)C1=CC=2C=CNC2C=C1C(=O)O,15,21,-7.5971465921095,-0.3790545937465,7.218091998363,5.27677297597689,0,2,5.532866545316963,3.251610338831215,3.720632406843433e-05
927672-46-6,O=C(O)C=1C=CC=C(NCC2CC2)C1C(=O)O,17,29,-7.2118333798015,-0.6326647024125001,6.579168677389,3.81978952430628,1,0,7.0814631621594515,2.5778326812646553,4.475632948610313e-06
2227312-00-5,O=C(O)C1=CC=C(F)C(=C1C(=O)O)N(=O)=O,16,19,-9.368335645014,-1.9241170368855,7.4442186081285,5.294087084663417,1,1,7.008363818399886,3.4806965756157418,0.000615597984021627
113006-47-6,O=C(O)C1=CC=C(OC2=CC=CC(N)=C2)C=C1C(=O)O,20,30,-7.323127944656001,-0.597562015698,6.725565928958001,4.169239722059646,0,1,7.530142383597891,2.7080952275051557,2.561589411022487e-05
1826827-36-4,O=C(O)C=1C=CC=C(OC2=CC=CC(C(=O)O)=C2C(=O)O)C1,30,29,-8.14708868397,-0.8411039118955,7.305984772074501,3.444448328832935,1,0,7.996989589530301,2.4561637499385327,8.934980627122628e-06
198330-12-0,O=C(O)C1=CC=C(OC2=CC=CC(C(=O)O)=C2C(=O)O)C=C1,29,28,-8.2251853590635,-0.788585938749,7.436599420314501,3.0703254827460884,1,0,8.471591630605943,2.333667918115098,7.945589055847048e-06
905273-60-1,O=C(O)C1=CC(F)=C(C=C1C(=O)O)C(F)(F)F,17,20,-9.2505103477475,-0.956208070657,8.2943022770905,4.875489196993467,0,2,7.084371727475968,3.0750917151457178,0.000114775971370652
159113-89-0,O=C(O)C=1C=C2C=C3C=C(C(=O)O)C(=CC3=CC2=CC1C(=O)O)C(=O)O,26,34,-7.383809333317499,-1.558123907963,5.825685425354499,4.548705602696222,0,2,8.533882161536809,2.994199739254043,0.0005055136186933795
72066-79-6,O=C(O)C1=CC=C(OC2=CC=C(C=C2)C(C3=CC=C(OC4=CC=CC(C(=O)O)=C4C(=O)O)C=C3)(C)C)C=C1C(=O)O,41,64,-7.7544283976985,-0.7284487777884999,7.02597961991,3.963998128152938,0,1,8.05983468825697,2.6303754527292442,3.597736612814459e-05
102653-80-5,O=C(O)C=1C=C(C=C(C1C(=O)O)C)C,14,17,-8.4314476577425,-0.5444998148505,7.886947842892001,2.7306638698309245,1,1,8.568242074642228,2.22748354449421,3.683588976978325e-06
22895-22-3,O=C(O)C1=CC=C(OCC)C=C1C(=O)O,15,24,-8.142734862362,-0.479464604581,7.663270257780999,3.8600037422261657,0,1,7.791440214315372,2.573982594092766,1.540116072122025e-05
113665-35-3,O=C(O)C1=CC(O)=C(C(=O)O)C(=C1)C(=O)O,21,19,-8.3895421247655,-1.418801616507,6.9707405082584994,2.650497021315059,1,1,10.132710658880612,2.2826624356396326,0.00011853338900629472
1073323-68-8,O=C(O)C=1C(F)=CC=C(C1C(=O)O)C,14,17,-8.572674746152,-0.6468146226385,7.9258601235135,3.391717886263537,2,0,6.682685144857402,2.5227687411740862,1.2945975593097104e-06
1073323-66-6,O=C(O)C1=CC(F)=CC(=C1C(=O)O)C,14,17,-8.703833622092999,-0.7031421896919999,8.000691432400998,3.347824589192212,1,1,7.9088958775761995,2.4137841636749475,5.2975907541711405e-06
955-04-4,O=C(O)C1=CC(O)=C(C(=O)O)C(=C1C(=O)O)C,17,21,-8.2915811385855,-1.1423339443990002,7.149247194186499,4.267127188167702,1,2,7.270232589639804,2.8119725130900277,3.349232981027001e-05
165730-64-3,O=C(O)C=1C=C(F)C=C(F)C1C(=O)O,14,17,-8.977035927995,-0.904506439062,8.072529488933,1.6192773758686312,1,1,10.844037219620105,2.0416234036062546,8.046978277070167e-05
203194-63-2,O=C(O)C=1C=CC=C(NCC)C1C(=O)O,15,25,-7.1857104501535005,-0.6027321788575,6.5829782712960005,3.9634609699100105,1,0,6.816329342823636,2.6329511457221844,4.350442549186747e-06
13133-05-6,O=C(O)C=1C=C(OC)C=C(OC)C1C(=O)O,16,25,-7.931574514374001,-0.633481043964,7.29809347041,3.298583686978397,1,1,7.864182840924229,2.393527293276173,4.062476576006661e-06
64019-77-8,O=C(O)C=1C(OC)=CC=C(OC)C1C(=O)O,16,25,-7.550615123674,-0.5347037162325,7.0159114074415,5.692600029863331,2,0,3.2067328549143923,3.6053731517887253,1.276967931185442e-05
53659-79-3,O=C(Cl)C1=CC=C(C(=O)O)C(=C1)C(=O)O,19,17,-9.3326887305985,-1.590777570023,7.7419111605754996,4.798223981849952,0,1,8.21496409334351,3.125995074001478,0.0005987274319621087
