cas,smiles,h1,h2
1630325-06-2,O=C(O)C1=CC(Br)=C2C(C(=O)CC2N)=C1C(=O)O,18,25
328265-23-2,O=C(O)C1=CC=C(OC2=CC=CC(=C2)NC(=O)C(=C)C)C=C1C(=O)O,25,39
328265-22-1,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)C(=C)C)C=C1C(=O)O,25,39
294890-23-6,O=C(O)C1=CC=C(OC2=CC=C(C=C2)NC(=O)CCC(=O)O)C=C1C(=O)O,27,41
109555-42-2,O=C(O)C=1C=C(C(=O)O)C=2C(=O)C=3C=CC=CC3C(=O)C2C1C(=O)O,25,32
1005516-71-1,O=C(O)C1=C(C(=O)O)C(=CC=C1N2CCC(O)CC2)N3CCC(O)CC3,27,26
223661-95-8,O=C(O)C=1C=CC2=C(OC3=C2SC=4C=CC=CC43)C1C(=O)O,22,29
223661-93-6,O=C(O)C1=CC=C2OC3=C(SC=4C=CC=CC43)C2=C1C(=O)O,22,29
2574501-33-8,O=C(O)C1=CC=C(C#CC=2C(=NN(C2C)C)C)C=C1C(=O)O,22,35
2504489-25-0,O=C(O)C=1C=CC(=CC1C(=O)O)C2=NC3=CN=C(N)C=C3N2,22,26
2346326-84-7,O=C(O)C=1C=CC=C(NC(=O)CCOC=2C=CC=CC2Cl)C1C(=O)O,25,38
2346326-16-5,O=C(O)C=1C=CC=C(NC(=O)C=2OC(Br)=CC2)C1C(=O)O,21,28
2346013-06-5,O=C(O)C=1C=CC=C(NS(=O)(=O)C2=CC(=CC=C2OC)C)C1C(=O)O,25,39
2345019-69-2,O=C(O)C=1C=CC=C(NC(=O)C2=CC(=CC=C2Cl)N(=O)=O)C1C(=O)O,25,33
2324713-07-5,O=C(O)C1=CC=2N=C(N=NC=3C=CC=CC3)NC2C=C1C(=O)O,23,32
2092399-44-3,O=C(O)C=1C=CC(=C(C1)C=2C=CC=CC2)CN(CC3=CC=C(C(=O)O)C(=C3)C(=O)O)CCC(=O)O,52,50
2083630-23-1,O=C(O)C1=CC=C(C(Br)=C1)CN(CC2=CC=C(C(=O)O)C(=C2)C(=O)O)CCC(=O)O,42,40
2083630-07-1,O=C(O)C1=CC=C(C(Cl)=C1)CN(CC2=CC=C(C(=O)O)C(=C2)C(=O)O)CCC(=O)O,42,40
2083620-06-6,O=C(O)C1=CC=C(C(F)=C1)CN(CC2=CC=C(C(=O)O)C(=C2)C(=O)O)CCC(=O)O,42,40
1195132-32-1,O=C(O)C=1C(C(=O)O)=C2C(=O)OC(=O)C2=C3C(=O)OC(=O)C13,23,22
1812209-12-3,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC(=O)O)CC2=CC=C(C=C2)C(F)(F)F,29,33
1812209-11-2,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC(=O)O)CC2=CC=CC(=C2)C(F)(F)F,29,33
332368-35-1,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C3=CC=C(C=C3)C)C=C1C(=O)O,29,45
858792-79-7,O=C(O)C1=C2C=C(O)OC2=C(C(=O)C)C(=C1C(=O)O)C,20,26
74160-00-2,O=C(O)C=1C=C(C(=O)O)C(=CC1C(=O)O)C(=O)NC2=CC=C(OC=3C=CC=CC3)C=C2,31,35
2776717-91-8,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)N(C)C2CCCCC2,23,27
2661523-84-6,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC(=O)O)CC2=CC=C(C=C2)C=CCC=3C=CC=CC3,34,38
2646862-34-0,O=C(O)C=1C=CC(=CC1C(=O)O)C2=NC=3C(=NC=CC3N2)N,22,26
2555568-52-8,O=C(O)C1=CC=CC(C2=NC=3C(=NC=CC3N2)N)=C1C(=O)O,22,31
2509354-34-9,O=C(O)C=1C=CC(=CC1C(=O)O)C2=NC3=NC=NC(N)=C3N2,22,26
2442038-64-2,O=C(O)C1=CC=CC(C2=NC3=NC=NC(N)=C3N2)=C1C(=O)O,22,30
2347157-11-1,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C3OCOC3=C2)C1C(=O)O,24,34
2347032-26-0,O=C(O)C=1C=CC=C(NC(=O)COC2=CC(=CC=C2C(C)C)C)C1C(=O)O,27,47
2346326-79-0,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(Cl)C(=C2)N(=O)=O)C1C(=O)O,25,33
2346326-09-6,O=C(O)C=1C=CC=C(NC(=O)CCOC2=CC=C(Cl)C=C2)C1C(=O)O,25,38
2345909-71-7,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(Cl)C=C2N(=O)=O)C1C(=O)O,25,33
2345008-31-1,O=C(O)C=1C=CC=C(NC(=O)CCOC2=CC=C(Br)C=C2)C1C(=O)O,25,38
2344684-01-9,O=C(O)C=1C=CC=C(NC(=O)COC=2C=CC=CC2OCC=C)C1C(=O)O,27,43
2343993-56-4,O=C(O)C=1C=CC=C(NC(=O)CCOC2=CC=C(F)C=C2)C1C(=O)O,25,38
2339869-59-7,O=C(O)C=1C=CC=C(NC(=O)C(OC2=CC=C(Cl)C=C2)C)C1C(=O)O,25,38
2338723-13-8,O=C(O)C=1C=CC=C(NC(=O)C(OC2=CC=C(Br)C=C2)C)C1C(=O)O,25,38
2338723-02-5,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(F)C(=C2)N(=O)=O)C1C(=O)O,25,33
202597-82-8,O=C(O)C1=CC=C2C(C3=CC(OC)=CC=C3N2C)=C1C(=O)O,22,34
2500273-09-4,O=C(O)C=1C=CC=C(C#CC=2C(=NN(C2N)C)C)C1C(=O)O,22,34
2435814-33-6,O=C(O)C1=CC=C(C#CCN2N=C(C=C2C)C)C=C1C(=O)O,22,35
2347378-87-2,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(C=C2)S(=O)(=O)CC)C1C(=O)O,26,40
2346915-18-0,O=C(O)C=1C=CC=C(NC(=O)C=2C(Cl)=CC=C(Cl)C2OC)C1C(=O)O,25,35
2345019-67-0,O=C(O)C=1C=CC=C(NC(=O)C2=CC(=CC(=C2C)N(=O)=O)N(=O)=O)C1C(=O)O,28,38
2341729-74-4,O=C(O)C=1C=CC=C(NC(=O)C=2C=C(C(=C(C2)N(=O)=O)C)N(=O)=O)C1C(=O)O,28,38
2341729-08-4,O=C(O)C=1C=CC=C(NC(=O)C2=CC(OCC)=C(OCC)C(OCC)=C2)C1C(=O)O,30,52
2340404-78-4,O=C(O)C=1C=CC=C(NC(=O)CC2=CC=C(OC)C(OC)=C2OC)C1C(=O)O,28,46
2339869-45-1,O=C(O)C=1C=CC=C(NC(=O)COC2=CC=C(Cl)C(=C2)C)C1C(=O)O,25,38
1008474-54-1,O=C(O)C=1C=C2C(=O)C3=CC=C(C=C3C(=O)C2=CC1C(=O)O)N(=O)=O,25,31
1812209-10-1,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC(=O)O)CC=2C=CC=CC2C(F)(F)F,29,33
840529-17-1,O=C(O)C1=CC=2C=CC=3OCOC3C2C(C=4C=CC=5OCOC5C4)=C1C(=O)O,28,39
2503856-59-3,O=C(O)C1=CC=C(C#CC=2C(=NN(C2N)C)C)C=C1C(=O)O,22,34
2346326-82-5,O=C(O)C=1C=CC=C(NC(=O)CCSC2=CC=C(Cl)C=C2)C1C(=O)O,25,38
2344841-37-6,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(C=C2)NS(=O)(=O)C)C1C(=O)O,26,39
2344684-12-2,O=C(O)C=1C=CC=C(NC(=O)CCCOC=2C=CC=CC2Cl)C1C(=O)O,26,41
2333538-50-2,O=C(O)C=1C=CC=C(NC(=O)C=2C=CC=CC2S(=O)(=O)CC)C1C(=O)O,26,40
2332541-03-2,O=C(O)C=1C=CC=C(NS(=O)(=O)C=2C=C(C(=CC2OC)C)C)C1C(=O)O,26,42
321969-88-4,O=C(O)C=1C(O)=C2C(=O)C=3C=CC=CC3C(=O)C2=C(N)C1C(=O)O,24,32
332367-99-4,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C=3C=CC=C(OC)C3)C=C1C(=O)O,30,46
1898180-77-2,O=C(O)C1=CC=2C=C(C=3C=CC=CC3)N(O)C2C=C1C(=O)O,22,32
1355359-57-7,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C=3C=CC=CC3N)C=C1C(=O)O,29,44
102635-32-5,O=C(O)C1=C(Cl)C=C(NS(=O)(=O)C2=CC=C(C=C2)C)C(Cl)=C1C(=O)O,25,35
99886-43-8,O=C(O)C=1C=CC=2C3=C(OC)C(OC)=C(OC)C=C3CCCC2C1C(=O)O,27,46
2345909-28-4,O=C(O)C=1C=CC=C(NC(=O)COC2=CC=C(C=C2)N(=O)=O)C1C(=O)O,26,37
2345019-39-6,O=C(O)C=1C=CC=C(NC(=O)CCCOC2=CC=C(C=C2)C(C)(C)C)C1C(=O)O,29,53
2344684-15-5,O=C(O)C=1C=CC=C(NC(=O)CCCOC2=CC=C(Cl)C=C2)C1C(=O)O,26,41
2340712-67-4,O=C(O)C=1C=CC=C(NC(=O)C23CC4CC(CC(C4)C2)C3)C1C(=O)O,25,45
2338504-54-2,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(OCCCC)C(OCC)=C2)C1C(=O)O,29,51
222173-07-1,O=C(O)C1=C(F)C(F)=C([Se][Se]C2=C(F)C(F)=C(C(=O)O)C(C(=O)O)=C2F)C(F)=C1C(=O)O,32,35
1812209-22-5,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC2=CC=C(C=C2)C(F)(F)F)CCC(=O)O,30,34
1393637-98-3,O=C(O)C=1C=C2C(C(=O)O)=C(C(=O)O)C3=CC(C(=O)O)=C4C(=CC5=C(C(=O)O)C(C(=O)O)=C6C=C(C(=O)O)C1C7=C2C3=C4C5=C67)C(=O)O,50,51
736155-11-6,O=C(O)C1=CC=CC(=C1)C(=O)NC=2C=CC=CC2OC3=CC=C(C(=O)O)C(=C3)C(=O)O,45,43
93368-98-0,O=C(O)C=1C=C2C=3C=C(C(=O)O)C(=CC3S(=O)(=O)C2=CC1C(=O)O)C(=O)O,27,33
2346013-07-6,O=C(O)C=1C=CC=C(NS(=O)(=O)C2=CC=C(OC)C(OC)=C2)C1C(=O)O,26,40
2344684-28-0,O=C(O)C=1C=CC=C(NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C)C1C(=O)O,26,39
2344684-20-2,O=C(O)C=1C=CC=C(NS(=O)(=O)C2=CC(OC)=CC=C2OC)C1C(=O)O,26,40
2338178-46-2,O=C(O)C=1C=CC=C(NC(=O)CCCOC=2C=CC=3C=CC=CC3C2)C1C(=O)O,29,47
2338178-34-8,O=C(O)C=1C=CC=C(NC(=O)COC2=CC=C(Cl)C=C2Cl)C1C(=O)O,25,35
2338178-25-7,O=C(O)C=1C=CC=C(NC(=O)COC=2C=C(C(Cl)=C(C2)C)C)C1C(=O)O,26,41
2338178-22-4,O=C(O)C=1C=CC=C(NC(=O)COC2=CC=C(C=C2C(C)(C)C)C)C1C(=O)O,28,50
2335731-28-5,O=C(O)C=1C=CC=C(NC(=O)CC2=CC=C3C(=C2)CCCC3)C1C(=O)O,26,44
2332677-07-1,O=C(O)C=1C=CC=C(NC(=O)COC=2C=CC=CC2N(=O)=O)C1C(=O)O,26,37
2088238-44-0,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC2=CC=CC(=C2)C(F)(F)F)CCC(=O)O,30,34
344758-23-2,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C(=O)O)C(=C3)C(=O)O,36,40
1898180-78-3,O=C(O)C1=CC=2C=C(C3=CC=C(C=C3)C)N(O)C2C=C1C(=O)O,23,35
1812209-15-6,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC(=O)O)CC2=CC=C(OC(F)(F)F)C=C2,30,34
1812209-14-5,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC(=O)O)CC=2C=CC=C(OC(F)(F)F)C2,30,34
749850-14-4,O=C(O)C1=CC=2OC=3OC=4C=C(C(=O)O)C(=CC4C3C2C=C1C(=O)O)C(=O)O,28,34
101439-03-6,O=C(O)C1=CC=2C(=O)C(C=3C=CC=CC3)=C(O)C2C=C1C(=O)O,23,32
3875-23-8,O=C(O)C=1C=C2C(C(=O)C=3C(O)=CC=CC3C2(O)C)=C(O)C1C(=O)O,25,36
744207-06-5,O=C(O)C1=CC=C(OC2=CC=C(OC3=CC=C(C=C3N(=O)=O)N(=O)=O)C=C2)C=C1C(=O)O,32,43
343766-23-4,O=C(O)C=1C=2OC(=CC2C=C(C1C(=O)O)CC(C=3C=CC=CC3)CC)C,26,29
108604-60-0,O=C(O)C=1C=2OC(=CC2C=C(C1C(=O)O)C(CC=3C=CC=CC3)CC)C,26,29
29104-04-9,O=C(O)C1=CC=C(C=C1C(=O)O)CN2C=3C=CC=CC3C=4C=CC=CC42,26,30
2347661-74-7,O=C(O)C=1C=CC=C(NS(=O)(=O)C2=CC(Cl)=CC=C2OC)C1C(=O)O,25,36
2339869-53-1,O=C(O)C=1C=CC=C(NC(=O)COC2=CC(Cl)=CC=C2Cl)C1C(=O)O,25,35
2335731-32-1,O=C(O)C=1C=CC=C(NC(=O)CCC2=CC(OC)=C(OC)C(OC)=C2)C1C(=O)O,29,49
2331053-77-9,O=C(O)C=1C=CC=C(NC(=O)CCCSC2=CC=C(Cl)C=C2)C1C(=O)O,26,41
2092399-48-7,O=C(O)C1=CC(Br)=C(C(Br)=C1)CN(CC2=CC=C(C(=O)O)C(=C2)C(=O)O)CCC(=O)O,42,40
2092399-46-5,O=C(O)C1=CC(Cl)=C(C(Cl)=C1)CN(CC2=CC=C(C(=O)O)C(=C2)C(=O)O)CCC(=O)O,42,40
2088238-42-8,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC=2C=CC=CC2C(F)(F)F)CCC(=O)O,30,34
2347157-02-0,O=C(O)C=1C=CC=C(NC(=O)C2OC=3C=CC=CC3OC2)C1C(=O)O,25,37
2330971-87-2,O=C(O)C=1C=CC=C(NC(=O)CCS(=O)(=O)C=2C=CC=CC2)C1C(=O)O,26,40
17828-52-3,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C3C(=O)OC(=O)C3=C2,25,29
1812209-13-4,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC(=O)O)CC=2C=CC=CC2OC(F)(F)F,30,34
74301-57-8,O=C(O)C=1C=C2C(=O)N(C(=O)N(C2=CC1C(=O)O)C)C,20,23
2345019-54-5,O=C(O)C=1C=CC=C(NC(=O)C(OC2=CC=C(Cl)C=C2Cl)C)C1C(=O)O,26,38
2340404-74-0,O=C(O)C=1C=CC=C(NC(=O)CC2=CC=C3OCCOC3=C2)C1C(=O)O,26,40
2338493-57-3,O=C(O)C=1C=CC=C(NC(=O)C(OC2=CC=C(Cl)C=C2Br)C)C1C(=O)O,26,38
2338178-09-7,O=C(O)C=1C=CC=C(NC(=O)C2=CC(OC)=C(OC)C(OC)=C2Br)C1C(=O)O,28,43
2337990-94-8,O=C(O)C=1C=CC=C(NC(=O)CCCS(=O)(=O)C=2C=CC=CC2)C1C(=O)O,27,43
2332901-20-7,O=C(O)C=1C=CC=C(NC(=O)C=2OC=3C=CC=CC3C2)C1C(=O)O,24,34
2332901-17-2,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(C=C2)S(=O)(=O)CCC)C1C(=O)O,27,43
2198612-58-5,O=C(O)C1=CC=C(C=C1C(=O)O)NS(=O)(=O)C2=CC(=CN=C2N)C,24,28
694495-06-2,O=C(O)C=1C=C2C(=O)C=3NC(=O)C(=O)NC3C(=O)C2=CC1C(=O)O,24,29
633301-28-7,O=C(O)C=1C=C2C=C(OC)C(OCC=3C=CC=CC3)=CC2=C(C=4C=CC(OCC=5C=CC=CC5)=C(OC)C4)C1C(=O)O,42,69
142118-75-0,O=C(O)C1=CC=C2C(N=C(N2CC=3C=CC=CC3)C)=C1C(=O)O,23,36
2610108-42-2,O=C(O)C1=CC=CC(=C1C(=O)O)N2C(=CC3=C2CCCC3)C,22,26
2343993-69-9,O=C(O)C=1C=CC=C(NC(=O)C=2C=CC=CC2S(=O)(=O)CCC)C1C(=O)O,27,43
2340712-33-4,O=C(O)C=1C=CC=C(NC(=O)C2=CC(OC)=C(OC)C=C2N(=O)=O)C1C(=O)O,28,41
2338178-20-2,O=C(O)C=1C=CC=C(NC(=O)COC2=CC=C(OC)C=C2C(C)(C)C)C1C(=O)O,29,51
332368-42-0,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C=3C=CC=C(Cl)C3)C=C1C(=O)O,29,42
142534-26-7,O=C(O)C1=CC=C(OP(=O)(O)CNC(=O)CC=2C=CC=CC2)C=C1C(=O)O,27,42
1898180-80-7,O=C(O)C1=CC=2C=C(C=3SC=CC3)N(O)C2C=C1C(=O)O,21,29
332369-25-2,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C=3C=CC=C(F)C3)C=C1C(=O)O,29,42
332368-28-2,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C=3C=CC=CC3F)C=C1C(=O)O,29,42
332367-98-3,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C3=CC=C(Cl)C=C3)C=C1C(=O)O,29,42
2364356-89-6,O=C(O)C=1C=CC=C(OCC(=O)NCCCCNC(=O)OCC=2C=CC=CC2)C1C(=O)O,32,55
115757-66-9,O=C(O)C1=C(OCC=2C=CC=CC2)C=3C(OCC=4C=CC=CC4)=CC(OC)=C(OCC=5C=CC=CC5)C3C(OCC=6C=CC=CC6)=C1C(=O)O,50,83
2627356-70-9,O=C(O)C1=CC=C(C=C1C(=O)O)N2C(=CC3=C2CCCC3)C,22,26
2347983-61-1,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(C=C2)S(=O)(=O)N(C)C)C1C(=O)O,27,42
2339869-31-5,O=C(O)C=1C=CC=C(NC(=O)C2CC(=O)N(C2)C(C)C)C1C(=O)O,24,41
882752-47-8,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)NC2=CC=C(C=C2)C(=O)C3=CC=C(C(=O)O)C(=C3)C(=O)O,35,39
640296-01-1,O=C(O)C1=CC=C(OC2=CC=3C=CC=CC3C=C2NC(=O)C=4C=CC=CC4)C=C1C(=O)O,32,48
2345019-42-1,O=C(O)C=1C=CC=C(NC(=O)CCCOC=2C=C(C(Cl)=C(C2)C)C)C1C(=O)O,28,47
2344684-07-5,O=C(O)C=1C=CC=C(NC(=O)CCCOC2=CC=C(C=C2Br)CC)C1C(=O)O,28,47
2342976-40-1,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(C=C2)S(=O)(=O)CC(C)C)C1C(=O)O,28,46
2338178-47-3,O=C(O)C=1C=CC=C(NC(=O)CCCOC2=CC=C(Cl)C=C2Br)C1C(=O)O,27,41
2338178-45-1,O=C(O)C=1C=CC=C(NC(=O)CCCOC2=CC=C(Br)C=C2Cl)C1C(=O)O,27,41
2337173-81-4,O=C(O)C=1C=CC=C(NC(=O)CCC2=CC=C3OCCOC3=C2)C1C(=O)O,27,43
2334919-65-0,O=C(O)C=1C=CC=C(NC(=O)CCCC2=CC=C3C(=C2)CCCC3)C1C(=O)O,28,50
2332540-92-6,O=C(O)C=1C=CC=C(NC(=O)CCCOC2=CC=C(Cl)C=C2Cl)C1C(=O)O,27,41
2324778-02-9,O=C(O)C1=CC=C(N=NC2=NC=3C=C(C(=O)O)C(=CC3N2)C(=O)O)C=C1,30,33
2083631-58-5,O=C(O)C1=CC=C(C(=C1)C2=CC=CC=3C=CC=CC32)CN(CC4=CC=C(C(=O)O)C(=C4)C(=O)O)CCC(=O)O,58,56
2083630-29-7,O=C(O)C1=CC=C(C(=C1)C(F)(F)F)CN(CC2=CC=C(C(=O)O)C(=C2)C(=O)O)CCC(=O)O,45,43
2083618-23-7,O=C(O)C1=CC=C(C=C1C(=O)O)CN(CC2=CC=C(C(=O)O)C(=C2)C(F)(F)F)CCC(=O)O,33,37
1222858-98-1,O=C(O)C=1C=C2C(=O)OC(=CC3=CC=C(Cl)C=C3)C2=CC1C(=O)O,24,32
383169-99-1,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)C2=CC=C(OC3=CC=C(C=C3)N(=O)=O)C=C2,31,35
332368-31-7,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C3=CC=CC(=C3)C(=O)C)C=C1C(=O)O,31,47
640296-33-9,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C3=NC=CC(OC)=C3)C=C1C(=O)O,30,45
1061606-27-6,O=C(O)C=1C=CC=C(OCC=2SC=3C=CC=CC3C2Cl)C1C(=O)O,24,34
2346748-09-0,O=C(O)C=1C=CC=C(NC(=O)C=2C=CC=CC2S(=O)(=O)CC(C)C)C1C(=O)O,28,46
1898180-79-4,O=C(O)C=1C=C2C=C(C=3C=CC(OC)=CC3)N(O)C2=CC1C(=O)O,24,36
108604-61-1,O=C(O)C=1C=2OC(=CC2C=C(C1C(=O)O)C(CC=3C=CC=CC3)CC=4C=CC=CC4)C,31,34
61207-93-0,O=C(O)C1=CC=2OC=3C=C(C(=O)O)C(=CC3[Si](C=4C=CC=CC4)(C=5C=CC=CC5)C2C=C1C(=O)O)C(=O)O,38,54
141109-68-4,O=C(O)C1=CC=C(C=C1C(=O)O)NC=2N=C(N=C(N2)N(CCO)CCN)NCCO,30,34
29104-03-8,O=C(O)C1=CC=C(C=C1C(=O)O)CN2C=3C=CC=CC3C(=O)C=4C=CC=CC42,28,32
2345008-43-5,O=C(O)C=1C=CC=C(NC(=O)CCS(=O)(=O)C2=CC=C(C=C2)C)C1C(=O)O,27,43
2324836-28-2,O=C(O)C1=CC=2N=C(N=NC=3C=CC=CC3Cl)NC2C=C1C(=O)O,24,32
2324834-85-5,O=C(O)C1=CC=2N=C(N=NC3=CC=C(I)C=C3)NC2C=C1C(=O)O,24,32
2324834-61-7,O=C(O)C1=CC=2N=C(N=NC=3C=CC=CC3F)NC2C=C1C(=O)O,24,32
2324798-10-7,O=C(O)C1=CC=2N=C(N=NC=3C=CC=CC3Br)NC2C=C1C(=O)O,24,32
2324778-13-2,O=C(O)C=1C=CC=C(N=NC2=NC=3C=C(C(=O)O)C(=CC3N2)C(=O)O)C1,31,34
328265-63-0,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C=CC=3C=CC=CC3)C=C1C(=O)O,30,46
2347983-31-5,O=C(O)C=1C=CC=C(NC(=O)CCCS(=O)(=O)C2=CC=C(C=C2)C)C1C(=O)O,28,46
2344841-94-5,O=C(O)C=1C=CC=C(NS(=O)(=O)C2=CC=C(F)C(=C2)N(=O)=O)C1C(=O)O,26,34
2343943-41-7,O=C(O)C=1C=CC=C(NC(=O)C=2OC=3C=CC(=CC3C2)C)C1C(=O)O,25,37
2339869-65-5,O=C(O)C=1C=CC=C(NS(=O)(=O)C2=CC=C(Cl)C(=C2)N(=O)=O)C1C(=O)O,26,34
2324836-34-0,O=C(O)C1=CC=2N=C(N=NC3=CC=C(F)C=C3)NC2C=C1C(=O)O,24,32
2324777-67-3,O=C(O)C1=CC=2N=C(N=NC3=CC=C(Cl)C=C3)NC2C=C1C(=O)O,24,32
2199524-18-8,O=C(O)C1=CC=C(C=C1C(=O)O)NS(=O)(=O)C2=CC(Cl)=CN=C2N,24,28
640296-35-1,N#CC=1C=CN=C(C1)C(=O)NC=2C=CC=CC2OC3=CC=C(C(=O)O)C(=C3)C(=O)O,42,40
2338493-43-7,O=C(O)C=1C=CC=C(NC(=O)C2CC(=O)N(C2)C(C)(C)C)C1C(=O)O,25,44
2324798-12-9,O=C(O)C1=CC=2N=C(N=NC=3C=CC=C(Cl)C3)NC2C=C1C(=O)O,24,32
382164-42-3,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)C2=CC=C(C=C2)NC(=O)C3=CC=C(C=C3)N(=O)=O,32,36
332367-94-9,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C3=CC=CC(=C3)N(=O)=O)C=C1C(=O)O,31,44
332368-26-0,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C3=CC=C(Cl)C(Cl)=C3)C=C1C(=O)O,30,42
2921494-78-0,O=C(O)C1=CC=C(C=C1C(=O)O)S(=O)(=O)NCC=2SC=C(Br)C2,23,27
2347379-43-3,O=C(O)C=1C=CC=C(NC(=O)C=2OC=3C=CC=CC3C2C)C1C(=O)O,25,37
2347032-44-2,O=C(O)C=1C=CC=C(NC(=O)C2CC(=O)N(CCOC)C2)C1C(=O)O,25,42
2331054-50-1,O=C(O)C=1C=CC=C(NC(=O)C=2OC(=CC2)CS(=O)(=O)C)C1C(=O)O,25,37
640296-34-0,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C3=NC=CC(I)=C3)C=C1C(=O)O,29,41
63475-12-7,O=C(O)C1=NN(C(=O)NC1=O)C=2C=CC=C(C(=O)O)C2C(=O)O,29,28
2345019-34-1,O=C(O)C=1C=CC=C(NC(=O)CCCOC2=CC=C(C=C2Br)C(C)(C)C)C1C(=O)O,30,53
2337173-76-7,O=C(O)C=1C=CC=C(NC(=O)C2=NN(C(=O)C=C2)C)C1C(=O)O,23,33
332368-74-8,O=C(O)C1=CC=C(OC2=CC=C(C=C2NC(=O)C3=CC=CC(=C3)N(=O)=O)C)C=C1C(=O)O,32,47
332368-72-6,O=C(O)C1=CC=C(OC2=CC(=CC=C2NC(=O)C3=CC=CC(=C3)N(=O)=O)C)C=C1C(=O)O,32,47
640296-32-8,O=C(O)C1=CC=C(OC=2C=CC=CC2NC(=O)C3=NC=CC(Cl)=C3)C=C1C(=O)O,29,41
29103-88-6,O=C(O)C1=CC=C(C=C1C(=O)O)CN2C=3C=CC=CC3C4=CC=5C=CC=CC5C=C42,30,34
2347379-37-5,O=C(O)C=1C=CC=C(NC(=O)C=2OC=3C=C(OC)C=CC3C2)C1C(=O)O,26,38
2337991-05-4,O=C(O)C=1C=CC=C(NC(=O)C2=CC=C(C=C2)S(=O)(=O)N(CC)CC)C1C(=O)O,29,48
2733913-38-5,O=C(O)C=1C2=CC=CCC2=C3C(=CC=CC3)C1C(=O)O,20,31
640296-03-3,O=C(O)C1=CC=C(OC2=CC=3C=CC=CC3C=C2NC(=O)C4=NC=CC=C4)C=C1C(=O)O,32,47
2324798-16-3,O=C(O)C1=CC=2N=C(N=NC=3C=CC=C(Cl)C3C)NC2C=C1C(=O)O,25,35
29103-89-7,O=C(O)C1=CC=C(C=C1C(=O)O)CN2C=3C=CC=CC3C=4C=5C=CC=CC5C=CC42,30,34
2342976-53-6,O=C(O)C=1C=CC=C(NC(=O)C=2OC=3C=C(OCC)C=CC3C2)C1C(=O)O,27,41
2334919-93-4,O=C(O)C=1C=CC=C(NC(=O)CCS(=O)(=O)C2=CC=C(Cl)C=C2)C1C(=O)O,27,40
2324834-94-6,O=C(O)C1=CC=2N=C(N=NC3=CC=C(C=C3)C(=O)OC)NC2C=C1C(=O)O,27,38
2324777-62-8,O=C(O)C1=CC=2N=C(N=NC3=CC=C(C(Cl)=C3)C)NC2C=C1C(=O)O,25,35
199337-63-8,O=C(O)C1=CC=C(C=C1C(=O)O)C(O)(C=2C(Cl)=CC(Cl)=C(OCC(=O)O)C2Cl)C(Cl)(Cl)Cl,32,36
2347379-28-4,O=C(O)C=1C=CC=C(NC(=O)C=2OC=3C=CC(Br)=CC3C2)C1C(=O)O,25,34
2347379-00-2,O=C(O)C=1C=CC=C(NC(=O)C=2OC=3C=CC(Cl)=CC3C2)C1C(=O)O,25,34
