cas,smiles,h1,h2
2441684-70-2,O=C(O)C1=CC=C(C#CCOCC=C)C=C1C(=O)O,19,30
2440195-23-1,O=C(O)C=1C=CC=C(C#CC2=NC=CC=C2)C1C(=O)O,20,28
65687-30-1,O=C(O)C1=CC=C(OCCCC=2C=CC=CC2)C=C1C(=O)O,22,37
544476-00-8,O=C(O)C1=CC=C(C(=O)O)C(=C1)C=2C=CC(C(=O)O)=C(C2)C(=O)O,33,31
333957-04-3,O=C(O)C1=CC2=C(C=C1C(=O)O)C(=C3C=CC=CC3=C2C)C,22,25
136582-16-6,O=C(O)C=1C=CC=C(NC(=O)C=C)C1C(=O)O,17,25
1812208-92-6,O=C(O)C1=CC=C(C=C1C(=O)O)CNCCC(=O)O,19,23
1374416-47-3,O=C(O)C=1C=CC=C(SC2=CC=C(C=C2)C)C1C(=O)O,20,31
101875-34-7,O=C(O)C1=CC(C=2C=CC=CC2)=C3C=CC=CC3=C1C(=O)O,22,33
24066-78-2,O=C(O)C=1C=C(C(=O)O)C(C(=O)O)=C(C=2C=CC=CC2)C1C(=O)O,26,27
194360-92-4,O=C(O)C1=CC=C(OC)C(OCCCCC)=C1C(=O)O,20,37
129957-29-5,O=C(O)C=1C=CC2=CC=CC(C=3C=CC=CC3)=C2C1C(=O)O,22,33
2643594-74-3,O=CC=1C=CC=CC1C#CC2=CC=C(C(=O)O)C(=C2)C(=O)O,31,29
2629476-00-0,O=C(O)C1=CC=C(C#CC=2SC=CC2)C=C1C(=O)O,19,26
2627666-03-7,O=C(O)C1=CC=C(C#CC2=CSC=C2)C=C1C(=O)O,19,26
2625517-86-2,O=C(O)C1=CC=C(C#CC(N)(CC)CC)C=C1C(=O)O,20,36
2613901-87-2,O=C(O)C=1C=CC=C(C#CCO[Si](C)(C)C)C1C(=O)O,20,35
2610869-14-0,O=CC=1C=CC=C(C#CC2=CC=C(C(=O)O)C(=C2)C(=O)O)C1,30,28
2610127-70-1,O=C(O)C=1C=CC=C(C#CCOC(C(=O)O)C)C1C(=O)O,21,32
2602787-09-5,O=C(C#CC1=CC=C(C(=O)O)C(=C1)C(=O)O)OC,22,20
2595801-45-7,O=C(O)C1=CC=C(C#CC(OCC)OCC)C=C1C(=O)O,21,36
2595032-38-3,O=C(O)C=1C=CC=C(C#CCC(O)C2CC2)C1C(=O)O,20,33
2594785-98-3,O=C(O)C=1C=CC=C(C#CC(N)CCC(=O)O)C1C(=O)O,21,33
2584238-77-5,O=C(O)C=1C=CC=C(C#CCSCC(=O)O)C1C(=O)O,20,29
2577149-57-4,O=C(O)C1=CC=C(C#CCNCC#C)C=C1C(=O)O,19,29
2546924-01-8,O=C(O)C=1C=CC=C(C#CCN(CC)CC)C1C(=O)O,20,36
2546436-46-6,O=C(O)C1=CC=C(C#CCOCCl)C=C1C(=O)O,18,26
2544658-81-1,O=C(O)C1=CC=C(C#CC2=CC=CC(OC)=C2)C=C1C(=O)O,22,33
2536177-02-1,O=C(O)C1=CC=C(C#CCC(N)C(=O)O)C=C1C(=O)O,20,30
2534630-74-3,O=C(O)C1=CC=C(C#CC=2C=CC=CC2OC)C=C1C(=O)O,22,33
2530346-66-6,O=C(O)C1=CC=C(C#CCC2CCCC2)C=C1C(=O)O,20,35
2530048-15-6,O=C(O)C=1C=CC=C(C#CC(F)(F)F)C1C(=O)O,18,22
2526416-44-2,O=C(O)C1=CC=C(C#CC2=CC=CC(=C2)CN)C=C1C(=O)O,22,34
2526152-96-3,O=C(O)C1=CC=C(C#CC(N)C(C)(C)C)C=C1C(=O)O,20,36
2517771-62-7,O=C(O)C=1C=CC=C(C#CCCC(N)C(=O)O)C1C(=O)O,21,33
2515508-58-2,O=C(O)C=1C=CC=C(C#CCOC(=O)C)C1C(=O)O,19,28
2507650-55-5,O=C(O)C1=CC=C(C#CCNCCC)C=C1C(=O)O,19,33
2505854-41-9,O=C(O)C1=CC=C(C#CC=2OC=CC2)C=C1C(=O)O,19,26
2500437-28-3,O=C(O)C1=CC=C(C#CCCC=2C=CC=CC2)C=C1C(=O)O,22,35
2499034-94-3,O=C(O)C=1C=CC=C(C#CCC2CCCCC2)C1C(=O)O,21,38
2498879-32-4,O=C(O)C=1C=CC=C(C#CSC=2C=CC=CC2)C1C(=O)O,21,30
2474169-11-2,O=C(O)C=1C=CC=C(C#CC(O)(C)CC(C)C)C1C(=O)O,21,38
2445894-35-7,O=C(O)C=1C=CC=C(C#CC=2C=NC=NC2)C1C(=O)O,20,27
1344546-40-2,O=C(O)C1=CC=CC(=C1C(=O)O)C2NCCCC2,18,22
1344445-85-7,O=C(O)C1=CC=CC(=C1C(=O)O)C2NCCCC2,18,22
10595-33-2,O=C(O)C1=CC=C(C=C1C(=O)O)CC2=CC=C(C(=O)O)C(=C2)C(=O)O,25,29
744216-80-6,O=C(O)C=1C(OC)=C(C(=O)O)C(C(=O)O)=C(OC)C1C(=O)O,26,27
1812208-95-9,O=C(O)C1=CC=CC(=C1C(=O)O)CN(C)CC(=O)O,19,23
1812208-93-7,O=C(O)C1=CC=C(C=C1C(=O)O)CNC(C(=O)O)C,19,23
855254-09-0,O=C(O)C1=CC(=CC(C=2C=CC=CC2)=C1C(=O)O)C(C)(C)C,22,30
243990-22-9,O=C(O)C(=O)NC1=CC=CC(C(=O)O)=C1C(=O)O,24,23
99854-31-6,O=C(O)C1=CC(OC)=C(OCC)C(Cl)=C1C(=O)O,18,28
53656-47-6,O=C(O)C=1C=CC=C(SC2=CC=C(C(=O)O)C(=C2)C(=O)O)C1,30,28
101577-73-5,O=C(O)C1=CC(OC)=C(C=C1C(=O)O)CC(C)CC(C)CC,22,28
69442-21-3,O=C(O)C=1C=CC=CC1C=2C=CC(C(=O)O)=C(C(=O)O)C2C(=O)O,32,31
67193-43-5,O=C(O)C=1C=CC=C(SC(F)(F)F)C1C(=O)O,17,21
2997443-06-6,O=C(O)C1=CC=CC(=C1C(=O)O)CC(CC)CCC(=O)C,21,25
2647165-59-9,O=C(O)C1=CC=C(C#CC(O)(C)CCCC)C=C1C(=O)O,21,38
2646171-41-5,O=C(O)C1=CC=C(C#CCC(O)C(C)(C)C)C=C1C(=O)O,21,38
2644457-35-0,O=C(O)C1=CC=C(C#CC2=CN=CC(=C2)C)C=C1C(=O)O,21,31
2643612-19-3,O=C(O)C=1C=CC=C(C#CC2(N)CC2)C1C(=O)O,18,28
2623987-70-0,O=C(O)C1=CC=C(C#CCC(C(=O)O)(C)C)C=C1C(=O)O,21,34
2611490-11-8,O=C(O)C1=CC=C(C#CN(CC)CC)C=C1C(=O)O,19,33
2600218-18-4,O=C(O)C1=CC=C(C#CC(=O)NC)C=C1C(=O)O,18,26
2599793-21-0,O=C(O)C=1C=CC=C(C#CC2=CCCCC2)C1C(=O)O,20,33
2599399-30-9,O=C(O)C1=CC=C(C#CCC(=O)OC)C=C1C(=O)O,19,28
2593201-36-4,O=C(O)C=1C=CC=C(C#CCOCCNC)C1C(=O)O,20,34
2590356-88-8,O=C(O)C1=CC=C(C#CC2=NC=CC=C2)C=C1C(=O)O,20,28
2589860-14-8,O=C(O)C=1C=CC=C(C#CC2=NC=CN=C2)C1C(=O)O,20,27
2589034-34-2,O=C(O)C1=CC=C(C#CC=2C=NC=CC2C)C=C1C(=O)O,21,31
2583933-07-5,O=C(O)C1=CC=C(C#CC(N)C=2C=CC=CC2)C=C1C(=O)O,22,34
2582024-97-1,O=C(O)C=1C=CC=C(C#CC2=CC=C(F)C=C2)C1C(=O)O,21,29
2578944-99-5,O=C(O)C1=CC=C(C#CCNCCO)C=C1C(=O)O,19,31
2576316-51-1,O=C(O)C1=CC=C(C#CCC(N)(C)CC)C=C1C(=O)O,20,36
2571164-27-5,N#CCNCC#CC1=CC=C(C(=O)O)C(=C1)C(=O)O,28,26
2552307-35-2,O=C(O)C1=CC=C(C#CC(NC)(C)C)C=C1C(=O)O,19,33
2551626-45-8,O=C(O)C1=CC=C(C#CCNCC#CC)C=C1C(=O)O,20,32
2551171-11-8,O=C(O)C=1C=CC=C(C#CC2NCCC2)C1C(=O)O,19,31
2545452-56-8,O=C(O)C1=CC=C(C#CC2CCCC(C)C2)C=C1C(=O)O,21,38
2541954-00-9,O=C(O)C1=CC=C(C#CC2(C)COC2)C=C1C(=O)O,19,30
2534939-03-0,O=C(O)C1=CC=C(C#CCOCCC(=O)O)C=C1C(=O)O,21,32
2534665-32-0,O=C(O)C=1C=CC=C(C#CC2CNCCC2)C1C(=O)O,20,34
2531257-10-8,O=C(O)C1=CC=C(C#CC=2C=CC=CC2F)C=C1C(=O)O,21,29
2524806-84-4,O=C(O)C1=CC=C(C#CCN=C=S)C=C1C(=O)O,18,24
2523015-29-2,O=C(O)C1=CC=C(C#CC2=CC(=CC=C2N)C)C=C1C(=O)O,22,34
2512821-31-5,O=C(C#CC1=CC=CC(C(=O)O)=C1C(=O)O)OCC,23,22
2497995-97-6,O=C(O)C1=CC=C(C#CCSCCN)C=C1C(=O)O,19,31
2476997-22-3,O=C(O)C1=CC=C(C#CC2CCCC2O)C=C1C(=O)O,20,33
2436940-19-9,O=C(O)C1=CC=C(C#CC2=NN=CC=C2)C=C1C(=O)O,20,27
2436048-92-7,O=C(O)C=1C=CC=C(C#CC2=CC(=CC=C2N)C)C1C(=O)O,22,34
2344684-35-9,O=C(O)C=1C=CC=C(NS(=O)(=O)C)C1C(=O)O,17,25
1344610-87-2,O=C(O)C1=CC=C(C=C1C(=O)O)C2NCCCC2,18,22
1344398-67-9,O=C(O)C1=CC=C(C=C1C(=O)O)C2NCCCC2,18,22
875210-56-3,O=C(O)C1=CC=C(C#CC2=CC=C(F)C=C2)C=C1C(=O)O,21,29
216451-89-7,O=C(O)C=1C=C(C=C(C1C(=O)O)S(=O)(=O)O)S(=O)(=O)O,20,23
79380-32-8,O=C(O)C1=CC=C(C=C1C(=O)O)NC(=O)C=C,17,21
74362-65-5,O=C(O)C=1C=C(C(C(=O)OCC)=C(C1C(=O)O)C)C,19,26
10595-32-1,O=C(O)C1=CC=CC(=C1C(=O)O)CC=2C=CC=C(C(=O)O)C2C(=O)O,25,29
2929840-82-2,O=C(O)C1=CC=C(C(=C1C(=O)O)CC(CC)CCCC)CC(CC)CCCC,28,31
1005516-53-9,O=C(O)C1=CC=CC(=C1C(=O)O)N2CCNCC2,18,22
1005516-30-2,O=C(O)C=1C=CC=C(NC(=O)CCC)C1C(=O)O,18,30
905274-12-6,O=C(O)C1=CC(I)=C(C=C1C(=O)O)C(F)(F)F,17,20
859050-55-8,O=C(O)C=1C=C(C(=O)O)C(=C(C(=O)O)C1C(=O)O)S(=O)(=O)O,26,25
115395-27-2,O=C(O)C=1C(C(=O)O)=C2C(=C(C1CCCCC2)C)C,20,19
2626824-90-4,O=C(O)C1=CC=C(C#CC(O)(C)CC(C)C)C=C1C(=O)O,21,38
2609536-39-0,O=C(O)C=1C=CC=C(C#CC2=CC=CC(=C2)NC)C1C(=O)O,22,34
2596836-66-5,O=C(O)C1=CC=C(C#CCCC(N)C(=O)O)C=C1C(=O)O,21,33
2590333-03-0,O=C(O)C1=CC=C(C#CC(F)(F)F)C=C1C(=O)O,18,22
2587281-61-4,O=C(O)C1=CC=C(C#CC=2C=NC=NC2)C=C1C(=O)O,20,27
2587167-55-1,O=C(O)C=1C=CC=C(C#CC2=NC=CC=N2)C1C(=O)O,20,27
2582292-12-2,O=C(O)C1=CC=C(C#CCSCC(=O)O)C=C1C(=O)O,20,29
2579201-74-2,O=C(O)C1=CC=C(C#CCOC(=O)C)C=C1C(=O)O,19,28
2547218-41-5,O=C(O)C1=CC=C(C#CCC2CCCCC2)C=C1C(=O)O,21,38
2545973-29-1,O=C(O)C1=CC=C(C#CCO[Si](C)(C)C)C=C1C(=O)O,20,35
2545690-86-4,O=C(O)C1=CC=C(C#CC(N)CCC(=O)O)C=C1C(=O)O,21,33
2544761-87-5,O=C(O)C=1C=CC=C(C#CCNCC=C)C1C(=O)O,19,31
2544040-56-2,O=C(O)C=1C=CC=C(C#CCN(C)CCCN)C1C(=O)O,21,38
2538947-01-0,O=C(O)C=1C=CC=C(C#CC2=NC=CC=C2C)C1C(=O)O,21,31
2530725-16-5,O=C(O)C=1C=CC=C(C#CC2=CN=CC(N)=C2)C1C(=O)O,21,30
2529423-30-9,O=C(O)C1=CC=C(C#CCN(CC)CC)C=C1C(=O)O,20,36
2528962-04-9,O=C(O)C=1C=CC=C(C#CC=2C=CN=C(C2)C)C1C(=O)O,21,31
2527359-28-8,O=C(O)C1=CC=C(C#CSC=2C=CC=CC2)C=C1C(=O)O,21,30
2518599-02-3,O=C(O)C1=CC=C(C#CCOC(C(=O)O)C)C=C1C(=O)O,21,32
2511690-37-0,O=C(O)C1=CC=C(C#CCC(O)C2CC2)C=C1C(=O)O,20,33
2495244-42-1,O=C(O)C=1C=CC=C(C#CC2(O)CCC2)C1C(=O)O,19,30
2477413-08-2,O=C(O)C=1C=CC=C(C#CCCN(CC)CC)C1C(=O)O,21,39
2442550-91-4,O=C(O)C=1C=CC=C(C#CC2=NC=CC(=C2)C)C1C(=O)O,21,31
1447422-06-1,O=C(O)C=1C=C2C(=CC1C(=O)O)CCC(=O)C2,17,20
1190582-58-1,O=C(O)C=1C=CC=CC1OC2=CC=C(C(=O)O)C(=C2)C(=O)O,31,29
65687-29-8,O=C(O)C1=CC=C(OCCCOC=2C=CC=CC2)C=C1C(=O)O,23,38
858436-40-5,O=C(O)C1=C(OC)C=2C=CC=CC2C(OC)=C1C(=O)O,20,31
108238-42-2,O=C(O)C=1C=C2C=3C=CC=CC3CC2=CC1C(=O)O,19,28
99853-36-8,O=C(O)C1=C(Br)C(OC)=C(OC)C(OC)=C1C(=O)O,19,29
92189-18-9,O=C(O)C1=CC=2C=CC=C(OC)C2C(OC)=C1C(=O)O,20,31
41819-00-5,O=C(O)C1=CC=C(C(=O)O)C(=C1C(=O)O)C(F)(F)F,19,23
103417-33-0,O=C(O)C1=CC=C(OCC(O)CNCCC)C=C1C(=O)O,21,39
6566-34-3,O=C(O)C1=CC(OC)=C(C(=O)OC)C(=C1C(=O)O)C,19,27
1009835-30-6,O=C(O)C1=CC=C(C#CC2=CCCCC2)C=C1C(=O)O,20,33
945741-15-1,O=C(O)C1=CC=C(OC=2C(=CC=CC2CC)C)C=C1C(=O)O,22,37
859985-75-4,O=C(O)C1=CC=2C=CC=CC2C(=C1C(=O)O)N(=O)=O,19,25
142495-88-3,O=C(O)C1=CC=CC(C(=O)OCCS)=C1C(=O)O,18,27
35740-96-6,O=C(O)C=1C(O)=C(C=C(C=2C=CC=CC2)C1C(=O)O)C=3C=CC=CC3,25,33
2717668-94-3,O=C(O)C1=CC=CC(=C1C(=O)O)N2CNNC2,17,21
2612986-61-3,O=C(O)C1=CC=C(C#CC2=CC(O)=CC=C2N)C=C1C(=O)O,22,32
2610862-31-0,O=C(O)C1=CC=C(C#CC2NCCC2)C=C1C(=O)O,19,31
2604222-97-9,O=C(O)C1=CC=C(C#CCOCCNC)C=C1C(=O)O,20,34
2583375-83-9,O=C(C#CC1=CC=C(C(=O)O)C(=C1)C(=O)O)OCC,23,21
2572874-11-2,O=C(O)C=1C=CC=C(C#CCN(CC#C)CC#C)C1C(=O)O,22,34
2571133-10-1,O=C(O)C=1C=CC=C(C#CC(=O)C(C)(C)C)C1C(=O)O,20,33
2559583-65-0,O=C(O)C=1C=CC=C(C#CCN(C)CCO)C1C(=O)O,20,34
2550649-04-0,O=C(O)C=1C=CC=C(C#CCOC(=O)CC)C1C(=O)O,20,31
2523470-25-7,O=C(O)C=1C=CC=C(C#CCNC(=O)C)C1C(=O)O,19,29
2519837-15-9,O=C(O)C1=CC=C(C#CC2(N)CC2)C=C1C(=O)O,18,28
2517107-23-0,O=C(O)C1=CC=C(C#CC2CNCCC2)C=C1C(=O)O,20,34
2509556-36-7,O=C(O)C=1C=CC=C(C#CC2=CC(O)=CC=C2N)C1C(=O)O,22,32
2498184-20-4,O=C(O)C=1C=CC=C(C#CCOC=2C=CC=CC2)C1C(=O)O,22,33
2494484-27-2,N#CC1=CN=CC(C#CC2=CC=CC(C(=O)O)=C2C(=O)O)=C1,28,27
2474892-80-1,O=C(O)C1=CC=C(C#CC2=NC=CN=C2)C=C1C(=O)O,20,27
1344625-68-8,O=C(O)C1=CC=CC(=C1C(=O)O)C2NCCOC2,18,22
1344391-66-7,O=C(O)C1=CC=CC(=C1C(=O)O)C2NCCOC2,18,22
145704-05-8,O=C(O)C1=CC=C(OC2=CC=C(Br)C=C2)C=C1C(=O)O,20,28
76284-56-5,O=C(O)C=1C(F)=CC=C(C1C(=O)O)C(F)(F)F,17,20
21895-62-5,O=C(O)C=1C(=CC=C(C(=O)OC)C1C(=O)O)C(=O)OC,20,26
945741-29-7,O=C(O)C1=CC=C(OC=2C(=CC(=CC2C)C)C)C=C1C(=O)O,22,37
95280-88-9,O=C(O)C=1C(OCC)=CC(C=2C=CC=CC2)=C(C1C(=O)O)C,22,34
78319-26-3,O=C(O)C1=CC=C(C=C1C(=O)O)NCCCCCCCCCCCCCCCC,29,33
874110-75-5,O=C(O)C1=CC=CC(=C1C(=O)O)CCCCCCCC=CCCCCCC,27,31
868743-13-9,O=C(O)C=1C=C(C(=CC1C(=O)O)CCCCCC=C)CCCCCC=C,26,29
74586-88-2,O=C(O)C1=CC=C(C=C1)C(C2=CC=C(C(=O)O)C(=C2)C(=O)O)(C)C,33,31
57133-17-2,O=C(O)C1=C(O)C=C(C(O)=C1C(=O)O)CC(=O)OC,19,23
53300-33-7,O=C(O)C1=CC(=C2C=CC=CC2=C1C(=O)O)N(=O)=O,19,25
15673-34-4,O=C(O)C=1C=CC=CC1SSC2=CC=CC(C(=O)O)=C2C(=O)O,32,31
2737766-82-2,O=C(O)C1=CC=C(C=C1C(=O)O)N2CNNC2,17,21
2647093-42-1,O=C(O)C=1C=CC=C(C#CC=2N=C(C=CC2)C)C1C(=O)O,21,31
2621783-02-4,O=C(O)C1=CC=C(C#CCNCC=C)C=C1C(=O)O,19,31
2604931-74-8,O=C(O)C1=CC=C(C#CC2=CC=C(F)C(=C2)C)C=C1C(=O)O,22,32
2594985-08-5,O=C(O)C=1C=CC=C(C#CCS(=O)(=O)C)C1C(=O)O,19,28
2585283-56-1,O=C(O)C=1C=CC=C(C#CC(=O)NCC)C1C(=O)O,19,29
2584280-82-8,O=C(O)C1=CC=C(C#CC2=NC=CC=C2C)C=C1C(=O)O,21,31
2572569-99-2,O=C(O)C=1C=CC=C(C#CC(=O)C=2C=CC=CC2)C1C(=O)O,22,31
2555519-42-9,O=C(O)C1=CC=C(C#CC2=NC=C(C=C2)C)C=C1C(=O)O,21,31
2546735-16-2,O=C(O)C1=CC=C(C#CC2(O)CCC2)C=C1C(=O)O,19,30
2543628-54-0,O=C(O)C1=CC=C(C#CC2=CN=CC(N)=C2)C=C1C(=O)O,21,30
2543423-01-2,O=C(O)C1=CC=C(C#CC2=CN=C(C=C2)C)C=C1C(=O)O,21,31
2541747-42-4,O=C(O)C1=CC=C(C#CCCN(CC)CC)C=C1C(=O)O,21,39
2541542-59-8,O=C(O)C=1C=CC=C(C#CCC(N)C(=O)N)C1C(=O)O,20,31
2534800-44-5,O=C(O)C=1C=CC=C(C#CC=2N=CN=CC2)C1C(=O)O,20,27
2532780-66-6,O=C(O)C=1C=CC=C(C#CC2=CN=C(C=C2)C)C1C(=O)O,21,31
2532509-80-9,O=C(O)C=1C=CC=C(C#CC2=CC=C(F)C=C2C)C1C(=O)O,22,32
2516634-69-6,O=C(O)C=1C=CC=C(C#CC2=CC=C(F)C(=C2)C)C1C(=O)O,22,32
2514201-77-3,O=C(O)C1=CC=C(C#CCN(C)CCCN)C=C1C(=O)O,21,38
2513126-95-7,O=C(O)C=1C=CC=C(C#CC2(O)COC2)C1C(=O)O,19,28
2511788-19-3,O=C(O)C1=CC=C(C#CC=2C=CN=C(C2)C)C=C1C(=O)O,21,31
2511074-35-2,O=C(O)C1=CC=C(C#CC2=NC=CC=N2)C=C1C(=O)O,20,27
2510681-92-0,O=C(O)C1=CC=C(C#CC2=CC=C(F)C=C2C)C=C1C(=O)O,22,32
2509799-87-3,O=C(O)C=1C=CC=C(C#CCOCC(=O)OC)C1C(=O)O,21,32
2509011-65-6,O=C(O)C1=CC=C(C#CC2=CC=CC(=C2)NC)C=C1C(=O)O,22,34
2500127-36-4,O=C(O)C=1C=CC=C(C#CC2=NC=C(C=C2)C)C1C(=O)O,21,31
2495661-77-1,O=C(O)C=1C=CC=C(C#CCCC(=O)Cl)C1C(=O)O,19,27
2493582-18-4,O=C(O)C=1C=CC=C(C#CCC(N)(C(=O)O)C)C1C(=O)O,21,33
2477761-93-4,O=C(O)C1=CC=C(C#CC2=NC=CC(=C2)C)C=C1C(=O)O,21,31
2476273-25-1,O=C(O)C=1C=CC=C(C#CC2=CC=CNC2=O)C1C(=O)O,21,29
2347032-66-8,O=C(O)C=1C=CC=C(NC(=O)COC)C1C(=O)O,18,28
2168779-68-6,O=C(O)C1=CC=2NC(C)CC2C=C1C(=O)O,16,26
1630518-33-0,O=C(O)C1=CC=2NC(C)CC2C=C1C(=O)O,16,26
1447428-48-9,O=C(O)C1=CC=C2C(=C1C(=O)O)CCC(=O)C2,17,20
1344898-41-4,O=C(O)C=1C=C2C(=O)CCCC2=CC1C(=O)O,17,26
1344594-14-4,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)C(F)(F)F,18,22
1344589-14-5,O=C(O)C1=CC=C(C=C1C(=O)O)C2NCCOC2,18,22
1344546-63-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C(F)(F)F,18,22
1344543-22-1,O=C(O)C1=CC=CC(=C1C(=O)O)C(N)C(F)(F)F,18,22
1344515-91-8,O=C(O)C=1C=C2C(=CC1C(=O)O)C(N)CCC2,17,20
1344466-22-3,O=C(O)C1=CC=C(C=C1C(=O)O)C2NCCOC2,18,22
1344464-05-6,O=C(O)C=1C=C2C(=CC1C(=O)O)C(N)CCC2,17,20
1344402-66-9,O=C(O)C1=CC=C(C=C1C(=O)O)C(N)C(F)(F)F,18,22
111343-73-8,O=C(O)C=1C=CC=C(OC2=CC=C(N)C=C2)C1C(=O)O,20,30
22452-75-1,O=C(O)C1=CC(C(=O)O)=C(C(=O)O)C2=CC=3C=CC=CC3C=C12,25,26
161002-96-6,O=C(O)C1=CC=C(OCCCCOC=2C=CC=CC2)C=C1C(=O)O,24,41
64198-90-9,O=C(O)C1=C(C=C(C=2C=CC=CC2)C(C=3C=CC=CC3)=C1C(=O)O)C=4C=CC=CC4,30,42
1812208-94-8,O=C(O)C1=CC=C(C=C1C(=O)O)CNC(C(=O)O)CO,20,24
2316821-48-2,O=C(O)C=1C=C2C=CC(C=CC=3C=CC=CC3)=CC2=CC1C(=O)O,24,37
858853-11-9,O=C(O)C1=CC=C(C(C(=O)C=2C=CC=CC2)=C1C(=O)O)C,21,29
78647-85-5,O=C(O)C1=C(Cl)C(Cl)=C(OCC)C(Cl)=C1C(=O)O,18,24
27594-41-8,O=C(O)C1=CC=CC(C2=CC=C(C=C2)N(=O)=O)=C1C(=O)O,21,29
2628663-93-2,O=C(O)C1=CC=C(C#CCOC=2C=CC=CC2)C=C1C(=O)O,22,33
2626896-35-1,N#CC1=CN=CC(C#CC2=CC=C(C(=O)O)C(=C2)C(=O)O)=C1,28,26
2623624-49-5,O=C(O)C=1C=CC=C(C#CC2CC(=O)CCC2)C1C(=O)O,21,34
2612464-60-3,O=C(O)C1=CC=C(C#CCN(CC#C)CC#C)C=C1C(=O)O,22,34
2610708-37-5,O=C(O)C=1C=CC=C(C#CCS(=O)CC#C)C1C(=O)O,20,29
2609802-71-1,O=C(O)C=1C=CC=C(C#CC2=NC=CN=C2C)C1C(=O)O,21,30
2609313-28-0,O=C(O)C=1C=CC=C(C#CC=2C=NNC2)C1C(=O)O,19,26
2601925-53-3,O=C(O)C1=CC=C(C#CCNC(=O)C)C=C1C(=O)O,19,29
2599539-40-7,O=C(O)C=1C=CC=C(C#CC2(COC2)CC)C1C(=O)O,20,33
2591422-97-6,O=C(O)C=1C=CC=C(C#CC(N)C(OC)(C)C)C1C(=O)O,21,37
2553220-22-5,O=C(O)C=1C=CC=C(C#CCN(C)CCOC)C1C(=O)O,21,37
2543264-19-1,O=C(O)C=1C=CC=C(C#CCNC2CC2)C1C(=O)O,19,31
2541917-14-8,O=C(O)C=1C=CC=C(C#CC2(C)CCOCC2)C1C(=O)O,21,36
2532463-91-3,O=C(O)C=1C=CC=C(C#CC=2C=C(N=C(C2)C)C)C1C(=O)O,22,34
2523696-66-2,O=C(C#CC1=CC=CC(C(=O)O)=C1C(=O)O)OC(C)C,24,23
2523106-00-3,O=C(O)C1=CC=C(C#CCOC(=O)CC)C=C1C(=O)O,20,31
2521644-91-5,O=C(O)C1=CC=C(C#CC(=O)C(C)(C)C)C=C1C(=O)O,20,33
2519989-52-5,O=C(O)C=1C=CC=C(C#CC2(O)CCCC2)C1C(=O)O,20,33
2512030-55-4,O=C(O)C1=CC=C(C#CCN(C)CCO)C=C1C(=O)O,20,34
2511244-72-5,O=C(O)C=1C=CC=C(C#CC2CCC(N)CC2)C1C(=O)O,21,37
2509497-92-9,O=C(O)C=1C=CC=C(C#CCOCC2OC2)C1C(=O)O,20,31
2499739-11-4,O=C(O)C=1C=CC=C(C#CC=2N=C(C=NC2)C)C1C(=O)O,21,30
2499150-80-8,O=C(O)C=1C=CC=C(C#CCOC(=O)C=C)C1C(=O)O,20,29
2341729-96-0,O=C(O)C=1C=CC=C(NC(=O)C(C)(C)C)C1C(=O)O,19,33
925153-35-1,O=C(O)C=1C=CC=C(NC(=O)CC(C)C)C1C(=O)O,19,33
3348-08-1,O=C(O)C1=CC=C(C=C1C(=O)O)C(=O)OC=2C=CC=CC2,21,25
2340046-59-3,O=C(O)C=1C=CC=C(NC(=O)C2CC2)C1C(=O)O,18,28
1061605-98-8,O=C(O)C=1C=CC=C(OCC=2C=CC=C(Br)C2)C1C(=O)O,21,31
927673-12-9,O=C(O)C=1C=CC=C(NC=2C=CC=C(OC)C2)C1C(=O)O,21,33
206876-51-9,O=C(O)C1=CC=C(OC)C(=C1C(=O)O)CC2=CC=C(OC)C=C2,23,29
198972-48-4,O=C(O)C1=CC=C2OC(=O)CC2=C1C(=O)O,16,21
149967-22-6,O=C(O)C1=CC=C(C=C1C(=O)O)N2CCOCC2,18,22
103983-93-3,N#CCC(=O)NC1=CC=C(C(=O)O)C(=C1)C(=O)O,25,23
91064-16-3,O=C(O)C1=C(OC)C(Cl)=C(C(=O)O)C(C(=O)O)=C1OC,25,24
76284-61-2,O=C(O)C1=CC=C(OC)C(=C1C(=O)O)C(F)(F)F,18,24
2622967-36-4,O=C(O)C=1C=CC=C(C#CC=2C=NC=C(F)C2)C1C(=O)O,21,28
2621412-00-6,O=C(O)C1=CC=C(C#CCS(=O)(=O)C)C=C1C(=O)O,19,28
2618389-57-2,O=C(O)C=1C=CC=C(C#CC2=CC=CN=C2N)C1C(=O)O,21,30
2618339-99-2,O=C(O)C=1C=CC=C(C#CC=2SC=CC2C)C1C(=O)O,20,29
2615942-02-2,O=C(O)C1=CC=C(C#CCOCC(=O)OC)C=C1C(=O)O,21,32
2614907-65-0,O=C(O)C1=CC=C(C#CCCC(=O)Cl)C=C1C(=O)O,19,27
2601668-68-0,O=C(O)C1=CC=C(C#CC2=CC=CNC2=O)C=C1C(=O)O,21,29
2600223-47-8,O=C(O)C1=CC=C(C#CC2(O)COC2)C=C1C(=O)O,19,28
2588016-09-3,O=C(O)C=1C=CC=C(C#CC(O)C(=O)OCC)C1C(=O)O,21,32
2574494-41-8,O=C(O)C=1C=CC=C(C#CCNC(=O)N)C1C(=O)O,19,28
